Date,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
04/08/2007,0,0,0,0,0,22.2,249.29,2.8
05/08/2007,0,0,0,0,0,22.65,249.25,2.8
06/08/2007,0,0,0,0,0,22.7,249.2,2.8
07/08/2007,0,0,0,0,0,24.1,249.15,2.8
08/08/2007,25.8,20.8,19,23.4,52.6,23.85,249.09,2.8
09/08/2007,0,0.2,0.2,0,0.2,21,249.07,2.8
10/08/2007,1.2,0.8,1.8,4.2,5.2,19.55,249.02,2.8
11/08/2007,1.4,2,1.4,0.8,1,19.45,248.95,2.8
12/08/2007,0,0,0,0,0,21.45,248.9,2.8
13/08/2007,0.2,0,0,0,2,21.55,248.86,2.8
14/08/2007,0,0,0,0,0,21.7,248.82,2.8
15/08/2007,0,0,0,0,0,22.25,248.76,2.8
16/08/2007,0,0,0,0,0,22.75,248.7,2.8
17/08/2007,0,0,0,0,0,24,248.64,2.8
18/08/2007,0,0,0,0,0,21.55,248.59,2.8
19/08/2007,0,0,0,0,0,20.5,248.55,2.8
20/08/2007,16.6,17.8,20.4,21.8,19,20.95,248.51,2.8
21/08/2007,2.6,4.8,2.2,2.2,3.6,18.25,248.48,2.8
22/08/2007,0.2,1.2,0.2,0.2,0.4,19,248.43,2.8
23/08/2007,19.2,23.4,22.6,18,28,20.9,248.37,2.8
24/08/2007,0.4,0.2,0.4,0.2,0.4,17.65,248.37,2.8
25/08/2007,0.2,0,0,0,0,20.95,248.32,2.8
26/08/2007,0,0,0,0,0,25.85,248.27,2.8
27/08/2007,0,0,0,0,0,26.65,248.22,2.8
28/08/2007,0,0,0,0,0,25.65,248.17,2.8
29/08/2007,0,0,0,0,0,25.4,248.12,2.8
30/08/2007,0,0,0,0,0,25.05,248.06,2.8
31/08/2007,0.8,0,0,0,0,24.45,248.01,2.8
01/09/2007,0,0,0,0,0,20.75,247.96,2.8
02/09/2007,0,0,0,0,0,21.75,247.9,2.8
03/09/2007,0,0,0,0,0,20.85,247.84,2.8
04/09/2007,23,4,14.8,15.2,35.6,18.75,247.8,2.7
05/09/2007,0,0,0,0,0,14.05,247.77,2.7
06/09/2007,0,0,0,0,0,14.15,247.71,2.7
07/09/2007,0,0,0,0,0,15.8,247.66,2.7
08/09/2007,0,0,0,0,0,17.9,247.61,2.7
09/09/2007,0,0,0,0,0,19.4,247.56,2.7
10/09/2007,0,0,0,0,0,19,247.5,2.7
11/09/2007,0,0,0,0,0,21.15,247.45,2.7
12/09/2007,0,0,0,0,0,19.75,247.39,2.7
13/09/2007,0,0,0,0,0,20,247.33,2.7
14/09/2007,0,0,0,0,0,19.65,247.28,2.8
15/09/2007,0,0,0,0,0,20.2,247.22,3.2
16/09/2007,0,0.2,0,0,3.8,20.65,247.16,3.2
17/09/2007,22.8,11.4,33.4,18,25,22,247.12,3
18/09/2007,18.4,10.2,18.6,10,25.2,21.7,247.08,2.7
19/09/2007,0,0,0,0,0,19.75,247.06,2.7
20/09/2007,0,0,0,0,0,16.4,247.01,2.7
21/09/2007,0.2,0,0,0,0,17.3,246.95,2.7
22/09/2007,0,0,0,0,0,19.15,246.9,2.7
23/09/2007,0,0,0,0,0,19.45,246.85,2.7
24/09/2007,0,0,0,0,0,18.8,246.8,2.7
25/09/2007,0,0,0,0,0,19.8,246.74,2.7
26/09/2007,2.8,2.8,1.4,3.4,6.4,19.25,246.69,2.7
27/09/2007,29,39.6,30.2,22.4,35.2,15.1,246.64,2.45
28/09/2007,14.6,12.4,12,10.8,18,11.9,246.68,1.8
29/09/2007,0,0,0,0,0,12.85,246.66,1.5
30/09/2007,0,0,0,0,0,16.15,246.64,1.5
01/10/2007,0.2,0,0,0,0,19.45,246.62,1.79
02/10/2007,0.2,0,0,0,0,19.8,246.57,2
03/10/2007,0.2,0,0,0,0,20.1,246.54,2
04/10/2007,0,0,0,0,0,20.75,246.5,2
05/10/2007,0,0,0,0,0,18.9,246.46,2
06/10/2007,3,1.4,2,0.2,2,20.15,246.42,2
07/10/2007,0,0,0,0,0,17.95,246.38,2
08/10/2007,0,0,0,0,0,16.3,246.34,2
09/10/2007,0,0,0,0,0,17.55,246.29,2
10/10/2007,0,0,0,0,0,16.55,246.25,2
11/10/2007,0,0,0,0,0,15.65,246.21,2
12/10/2007,0,0,0,0,0,15.3,246.17,2.07
13/10/2007,0,0,0,0,0,17.25,246.12,2.4
14/10/2007,0,0,0,0,0,16.75,246.07,2.4
15/10/2007,0,0,0,0,0,14.6,246.02,2.4
16/10/2007,0,0,0,0,0,13.9,245.97,2.45
17/10/2007,0.2,0,0,0,0,14.15,245.91,2.6
18/10/2007,1.4,5.4,2.8,0.2,0,14.8,245.86,2.6
19/10/2007,0,0.2,0,0,0,13,245.81,2.6
20/10/2007,3.2,2.4,5.4,0.2,2.6,10.65,245.77,2.6
21/10/2007,2.2,6.2,7.4,2,3,7.55,245.72,2.6
22/10/2007,0.6,0.4,2.2,0,0,6.8,245.67,2.6
23/10/2007,0,0,0,0,0,9.55,245.63,2.25
24/10/2007,9.8,16,8.2,8,14,11.15,245.58,2
25/10/2007,3.6,3.4,2,2.6,4.2,9.85,245.55,2
26/10/2007,25.4,47.2,24.2,21.6,26.6,12.4,245.53,1.79
27/10/2007,0.2,0,0,0.2,0.2,13.6,245.53,1.5
28/10/2007,0.2,0,0,0,0,14.35,245.52,1.5
29/10/2007,0.2,0,0,0,0,13.9,245.49,1.5
30/10/2007,19.8,27.2,21.2,18.8,24,15.35,245.47,1.5
31/10/2007,2.2,3.2,1.8,1.2,2.2,11.35,245.51,1.5
01/11/2007,0,0,0,0,0,12.05,245.48,1.5
02/11/2007,0,0,0,0,0,10.9,245.46,1.5
03/11/2007,0,0,0,0,0,13.35,245.43,1.5
04/11/2007,0,0,0,0,0,12.3,245.4,1.5
05/11/2007,0.2,0,0,0,0,13.6,245.37,1.39
06/11/2007,0,0,0,0,0,12,245.34,1.5
07/11/2007,0,0,0,0,0,8.9,245.31,1.5
08/11/2007,0,0,0,0,0,11.6,245.28,1.5
09/11/2007,7,12.4,9,3,6.6,12.1,245.26,1.5
10/11/2007,0,0,0,0,0,8.65,245.23,1.5
11/11/2007,0,0,0,0,0,8.7,245.2,1.5
12/11/2007,0,0,0,0,0,13.15,245.17,1.77
13/11/2007,0,0,0,0,0,11.5,245.13,1.5
14/11/2007,9.6,7.8,10.2,6.8,12.8,11.2,245.11,1.5
15/11/2007,0.2,0.4,0.2,0,0,5.45,245.08,1.5
16/11/2007,0,0,0,0,0,6.65,245.06,1.5
17/11/2007,0,0,0,0,0,4.85,245.01,1.5
18/11/2007,0,0,0,0,0,3.95,244.98,1.5
19/11/2007,0,0,0,0,0,4.55,244.95,1.5
20/11/2007,0.2,0,0,0,0,5.55,244.92,1.5
21/11/2007,0,0.6,0,0,0.2,6.65,244.89,1.5
22/11/2007,1.8,4,1.2,1.2,2.6,7.8,244.87,1.5
23/11/2007,0.4,0.6,0.2,0.6,0.4,11.7,244.84,1.5
24/11/2007,8.4,18,9,8.6,11,16.8,244.82,1.5
25/11/2007,2,3.6,3.4,3.4,3.4,13,244.8,1.5
26/11/2007,0.2,0.2,0.2,0,0.4,10.55,244.78,1.5
27/11/2007,0.4,0,0.2,0,0.2,9.1,244.76,1.5
28/11/2007,0,0,0,0,0,12.35,244.73,1.5
29/11/2007,0,0,0,0,0,12.7,244.71,1.5
30/11/2007,0,0,0,0,0,5.85,244.67,1.5
01/12/2007,2.4,3,2.4,1.6,4,6.75,244.64,1.5
02/12/2007,1.6,2,1.4,1.8,3.2,10.55,244.62,1.5
03/12/2007,10.2,22.8,9,13.8,14.4,17.65,244.61,1.5
04/12/2007,0.4,0,0,0,0.2,12.65,244.66,1.5
05/12/2007,0,0,0,0,0,9,244.66,1.5
06/12/2007,0.2,0,0,0,0,6.7,244.64,1.5
07/12/2007,6.2,5.8,3.6,5.2,9,8.35,244.62,1.5
08/12/2007,24.8,36,45,16.2,24.2,6.25,244.66,1.5
09/12/2007,13.2,14.8,12.4,12.6,18.4,6.25,244.84,1.5
10/12/2007,0.2,0,0,0.2,0,4.55,244.97,1.5
11/12/2007,0.2,0,0.2,0,0,5.8,244.99,1.5
12/12/2007,0.2,0,0,0,0,7.4,244.98,1.5
13/12/2007,0,0,0,0,0,8.95,244.98,1.5
14/12/2007,0,0,0,0,0,7.15,244.96,1.5
15/12/2007,0,0.4,0.2,0,0.2,4.5,244.94,1.5
16/12/2007,1.8,0.6,4,0.2,1,1.6,244.92,1.5
17/12/2007,0,0,0.2,0,0,2.35,244.9,1.5
18/12/2007,0,0,0,0,0,1.75,244.87,0.9
19/12/2007,0,0,0,0,0,2.35,244.87,0.6
20/12/2007,0,0,0,0,0,6.05,244.85,0.6
21/12/2007,0,0,0,0,0,6.5,244.84,0.6
22/12/2007,0.4,0.6,0.4,0,0.6,4.7,244.84,0.6
23/12/2007,4.8,2.2,4.2,3.8,5.8,5.15,244.84,0.6
24/12/2007,0.4,0,0.2,0,0.8,6.4,244.84,0.6
25/12/2007,0,0,0,0,0,7.65,244.84,0.6
26/12/2007,0,0,0,0,0,6.35,244.84,0.6
27/12/2007,0,0,0,0,0,6.35,244.82,0.6
28/12/2007,0,0,0,0,0,6.05,244.82,0.6
29/12/2007,0,0,0,0,0,6.35,244.8,0.6
30/12/2007,0.2,0,0,0,0,5.5,244.79,0.6
31/12/2007,0,0,0,0,0,3.8,244.78,0.6
01/01/2008,0,0,0,0,0,6.3,244.77,0.6
02/01/2008,0,0,0,0,0,5.8,244.76,0.6
03/01/2008,5.8,1.4,3.6,6,1.6,3.6,244.77,0.6
04/01/2008,4.6,6.4,4.6,1.2,10.2,2.8,244.76,0.6
05/01/2008,6,14.8,6.8,8.4,12.2,5.6,244.76,0.6
06/01/2008,14.6,13.8,12.4,7.8,14.6,7.2,244.85,0.6
07/01/2008,0.4,0.8,1,0.2,1.2,9.55,245.07,0.6
08/01/2008,0,0,0,0,0.4,8.8,245.12,0.6
09/01/2008,0.4,0.6,0,0.4,0.8,7.8,245.15,0.6
10/01/2008,0.2,0.6,0.6,0.2,0.2,6.8,245.16,0.6
11/01/2008,8.2,9,9.4,8.4,11.2,8.35,245.18,0.6
12/01/2008,30.6,24.6,31.8,15,27.8,10.5,245.24,0.6
13/01/2008,3.2,0,1.2,0.2,2.4,7.15,245.7,0.6
14/01/2008,0.6,0.2,0.4,0.4,0.4,7.5,245.81,0.6
15/01/2008,11.8,15.8,12.4,12.8,19.4,6.25,245.86,0.6
16/01/2008,23,32.2,23.4,18.8,26.6,5.95,246.07,0.6
17/01/2008,11.6,11.8,11.4,12.4,15.2,7.65,246.83,0.6
18/01/2008,0,0,0,0,0,7.05,247.15,0.6
19/01/2008,0.2,0,0.2,0,0.4,6.95,247.26,0.6
20/01/2008,0,0,0,0,0,7.25,247.33,0.6
21/01/2008,0.2,0,0,0,0,7.5,247.38,0.6
22/01/2008,0.4,0,0.4,0,2.2,9.05,247.41,0.6
23/01/2008,0,0,0,0,0,8.7,247.44,0.6
24/01/2008,0,0,0,0,0,6.9,247.45,0.6
25/01/2008,0,0,0,0,0,6.95,247.45,0.6
26/01/2008,0,0,0,0,0,9.1,247.47,0.6
27/01/2008,0,0,0,0,0,10.5,247.48,0.6
28/01/2008,0.2,0,0,0,0,5.6,247.49,0.6
29/01/2008,0.2,0,0,0,0,10.2,247.5,0.6
30/01/2008,2.4,5,2.4,1.2,2.6,9.85,247.51,0.6
31/01/2008,2.6,1.8,2,1.2,2.2,9.6,247.52,0.6
01/02/2008,2,0.8,1.6,1.4,2.4,7.05,247.53,0.6
02/02/2008,2.6,9.6,2,2.2,1.4,7.8,247.54,0.6
03/02/2008,17.4,21.6,14,14.6,21.2,8.4,247.55,0.6
04/02/2008,12.6,16.2,12.8,10.6,17.8,6.7,247.68,0.6
05/02/2008,0,0,0.2,0.2,0.2,9.3,247.93,0.6
06/02/2008,0.2,0,0,0,0.2,6.3,248.03,0.6
07/02/2008,0,0,0,0,0.2,7.35,248.09,0.6
08/02/2008,0,0,0,0,0,9.85,248.12,0.6
09/02/2008,0,0,0,0,0,7,248.15,0.6
10/02/2008,0,0,0,0,0,6.65,248.17,0.6
11/02/2008,0,0,0,0,0,7.1,248.18,0.6
12/02/2008,0,0,0,0,0,5.25,248.2,0.6
13/02/2008,0,0,0,0,0,6.15,248.21,0.6
14/02/2008,0,0,0,0,0,5.55,248.21,0.6
15/02/2008,0,0,0,0,0,5.95,248.21,0.6
16/02/2008,0,0,0,0,0,6.85,248.22,0.6
17/02/2008,0,0,0,0,0,2.85,248.23,0.6
18/02/2008,0,0,0,0,0,2.1,248.23,0.6
19/02/2008,0,0,0,0,0,3.9,248.23,0.6
20/02/2008,0,0,0,0,0,5.6,248.24,0.6
21/02/2008,0,0,0,0,0,8.2,248.25,0.6
22/02/2008,0,0,0,0,0,9.75,248.25,0.6
23/02/2008,0,0,0,0,0,10.1,248.25,0.6
24/02/2008,0,0,0,0,0,8.6,248.25,0.6
25/02/2008,0,0,0,0,0,11,248.25,0.6
26/02/2008,0.4,0,0.2,0,0.8,11.4,248.25,0.6
27/02/2008,3,1.2,4.6,1.2,7.8,10.45,248.25,0.6
28/02/2008,0,1,0,0,0.2,10.7,248.25,0.6
29/02/2008,0,0,0,0,0,12.3,248.25,0.6
01/03/2008,2,3,1.4,0.6,4,12,248.25,0.6
02/03/2008,0,0,0,0,0,11,248.25,0.6
03/03/2008,0,0,0,0,0,13.3,248.25,0.6
04/03/2008,5,4.6,6.4,4,7.8,13.4,248.25,0.6
05/03/2008,2,2,7.4,0.2,0.6,7.8,248.26,0.6
06/03/2008,1,0,2.6,0,0.2,3.05,248.27,0.6
07/03/2008,0,1.2,4.2,0,0,3.6,248.27,0.6
08/03/2008,0,0.6,0.6,0.2,0.4,5.15,248.28,0.6
09/03/2008,0.2,0,0,0,0.2,8,248.29,0.6
10/03/2008,2.6,6,1.4,1.8,5,8.9,248.3,0.6
11/03/2008,3.8,5.8,3.8,4,9.4,8.85,248.32,0.6
12/03/2008,0,0,0,0,0.2,11.05,248.37,0.6
13/03/2008,0,0,0,0,0,11.05,248.39,0.6
14/03/2008,0,0,0,0,0,11.3,248.41,0.6
15/03/2008,0,0,0,0,0,11.85,248.43,0.6
16/03/2008,0.4,3,0.4,0,1,11.45,248.43,0.6
17/03/2008,0,0.8,0.2,0,0.8,11.65,248.44,0.6
18/03/2008,4,6.2,7,1.2,10.6,11.8,248.45,0.6
19/03/2008,0,0,0.2,0,0.2,8.15,248.46,0.6
20/03/2008,3.8,3.8,1,1.4,5,8.9,248.47,0.6
21/03/2008,15,13,6.6,18.6,27,5.3,248.47,0.6
22/03/2008,15.6,14.4,12.6,21.8,19.2,6.9,248.79,0.6
23/03/2008,11,9.2,9.8,8.2,9,8.55,248.94,0.6
24/03/2008,4,4.4,6.6,6.6,5,5.1,249.07,0.6
25/03/2008,0,0,0.4,0,0,3.7,249.18,0.6
26/03/2008,2.4,3,2.2,0,1.2,7.9,249.24,0.6
27/03/2008,5.4,3.4,3.8,5.2,4.8,9.9,249.29,0.6
28/03/2008,2.4,2.8,2.4,2.6,3.8,9.1,249.33,0.6
29/03/2008,0.2,0,0.2,0,0,7.55,249.37,0.6
30/03/2008,0,0,0,0,0.2,12.25,249.41,0.6
31/03/2008,0,0,0,0,0,14.65,249.43,0.6
01/04/2008,0,0,0,0,0,15.8,249.45,0.6
02/04/2008,0,0,0,0,0,15.2,249.47,0.6
03/04/2008,0,0,0,0,0.2,13.95,249.48,0.6
04/04/2008,0,0,0,0,0,11.8,249.5,0.6
05/04/2008,0,0.2,0,0,0,11.2,249.5,0.6
06/04/2008,0,0,0.2,0,0,10.3,249.51,0.6
07/04/2008,0,0,0,0,0,10.7,249.52,0.6
08/04/2008,0.6,2.2,0.4,0.6,0.6,13.55,249.52,0.6
09/04/2008,11.6,12.4,7.6,13.4,11.8,12.45,249.53,0.6
10/04/2008,8.2,23.4,8.4,9.6,7.6,13.6,249.58,0.6
11/04/2008,6.2,9,4.2,3,10.2,15.35,249.66,0.6
12/04/2008,3,1.4,2,0.4,3.4,13.95,249.71,0.6
13/04/2008,0.4,0,0.6,0,0.8,10.95,249.76,0.6
14/04/2008,5.8,4.2,5.6,4.2,9.2,12.35,249.79,0.6
15/04/2008,4.8,5.2,3.4,3.6,10.2,11.5,249.84,0.6
16/04/2008,0,0,0,0,0,8.9,249.88,0.6
17/04/2008,13.4,17,12.2,8.2,11,12.35,249.91,0.6
18/04/2008,13.8,16.4,10.2,13.6,14,12.4,250,0.6
19/04/2008,11.2,16,7.4,13.2,10.8,13.3,250.37,0.6
20/04/2008,0,0,0,0,0,13.6,250.56,0.6
21/04/2008,13.8,17,14.2,15.2,19.4,15.3,250.67,0.6
22/04/2008,4.6,4.8,2.4,9.8,14.2,11.05,250.85,0.6
23/04/2008,0,0,0,0,0,12.5,251,0.6
24/04/2008,0,0,0.2,0,0,13.8,251.09,0.6
25/04/2008,0,0,0,0,0,14.35,251.14,0.6
26/04/2008,0,0,0,0,0,16.65,251.19,0.6
27/04/2008,0,0,0,0,0,15.25,251.22,0.6
28/04/2008,0,0.2,0,0,0,14.2,251.25,0.6
29/04/2008,5.4,7.8,4.8,4.2,7.8,14.85,251.28,0.6
30/04/2008,0.2,0.8,0,0,0,11.15,251.31,0.6
01/05/2008,3.8,0.8,2.4,0.6,1.2,14.8,251.33,0.6
02/05/2008,0,0,0,0,0,13.45,251.35,0.6
03/05/2008,0,0,0,0,0,18.4,251.36,0.6
04/05/2008,0,0,0,0,0,17.5,251.36,0.6
05/05/2008,0,0,1,0,0,18.2,251.37,0.6
06/05/2008,0,0,0,0,0,13.65,251.38,0.6
07/05/2008,0,0,0,0,0,16.95,251.39,0.6
08/05/2008,0,0,0,0,0,15.4,251.39,0.6
09/05/2008,0,0,0,0,0,17.7,251.4,0.6
10/05/2008,0,0,0,0,0,20.7,251.4,0.6
11/05/2008,0,0,0,0,0,19.25,251.4,0.6
12/05/2008,0,0,0,0,0,18.15,251.4,1.07
13/05/2008,0,0,0,0,0,18.2,251.39,1.07
14/05/2008,1.8,1.6,1.4,1.2,11.2,18.45,251.38,1.07
15/05/2008,0.2,0,0,0,0,17.15,251.37,1.07
16/05/2008,0,0.8,0.2,0,0.2,17.8,251.36,1.07
17/05/2008,2.6,4.4,2.4,1,3.2,16.9,251.35,0.6
18/05/2008,4.4,8.6,4.8,3.6,7,17.75,251.35,0.6
19/05/2008,2.2,5.6,5,1.8,2,15.6,251.36,1.07
20/05/2008,27.2,35.6,30.2,18.2,9.6,17.05,251.38,2
21/05/2008,2.6,1,2.8,0.8,1.4,15.45,251.42,2.25
22/05/2008,9.6,10.6,11.6,8,12.6,16.65,251.42,2
23/05/2008,0,0,0,0,0,15.8,251.45,2
24/05/2008,0,0,0,0,0,17.15,251.43,2
25/05/2008,0,0,0,0,0.2,18.6,251.41,2
26/05/2008,0,0,0,0,0,19.8,251.39,1.56
27/05/2008,0,0,0,0,0,22.4,251.39,1.07
28/05/2008,0,0,0,0,0,24.2,251.38,1.07
29/05/2008,16,22.2,9.6,8.4,12.2,23.4,251.38,1.07
30/05/2008,5.2,9,8.4,12.4,16,19.95,251.38,1.07
31/05/2008,0,0,0,0.2,0,15.85,251.42,0.6
01/06/2008,0,0,0,0,0,18.7,251.44,0.6
02/06/2008,1.4,1.4,1.8,0,0.6,21.3,251.44,0.6
03/06/2008,5.8,7.2,6.4,3.4,6.4,18.65,251.44,1.07
04/06/2008,0.4,0.4,0.6,0.4,0.6,17.95,251.45,1.07
05/06/2008,0,0,0,0,0,18.4,251.44,1.07
06/06/2008,3.2,0.2,9.8,0,0.4,18,251.43,1.07
07/06/2008,4.6,2.8,2.6,6,1.4,18.7,251.42,0.6
08/06/2008,4,1,2.2,2.8,4,17.55,251.44,0.6
09/06/2008,0.2,0,0.2,6.6,0.4,17.45,251.45,1.07
10/06/2008,0,0,0,0,0,20.65,251.45,1.07
11/06/2008,0,0,0,0,0,21.35,251.45,1.07
12/06/2008,2.4,6.4,3.2,4,5.6,19.65,251.44,1.07
13/06/2008,15.2,12.6,25,9.6,22,17.75,251.43,1.07
14/06/2008,5.8,4.2,5.8,5.6,13.6,18.1,251.48,0.6
15/06/2008,0,0,0,0,0,13.85,251.5,0.6
16/06/2008,0.4,0.8,1.4,0.4,5.2,17.35,251.52,1.7
17/06/2008,0.8,28.6,1.2,1.6,2,18.25,251.5,1.7
18/06/2008,20.6,6.8,0.8,1.4,3.8,20.55,251.54,1.07
19/06/2008,0,0,0,0,0,20.8,251.58,1.07
20/06/2008,0,0,0,0,0,22.35,251.58,1.89
21/06/2008,0,0,0,0,0,23.75,251.56,2
22/06/2008,0,0,0,0,0,25.4,251.54,2
23/06/2008,0,0,0,0,0,25.55,251.52,1.56
24/06/2008,0,0,0,0,0,24.3,251.5,0.6
25/06/2008,0,0,0,0,0,24.65,251.5,1.07
26/06/2008,0,0,0,0,0,25.25,251.48,1.07
27/06/2008,0,0,0,0,0,24.55,251.45,1.07
28/06/2008,0,0,0,0,0,25.15,251.45,0.6
29/06/2008,0,0,0,0,0,24.95,251.44,0.6
30/06/2008,0,0,0,0,0,26.65,251.44,1.07
01/07/2008,0,0.2,0,0,0.2,25.85,251.42,0.95
02/07/2008,0,0,0,0,0,25.6,251.4,1.5
03/07/2008,0,0,0,0,0,24.85,251.38,1.5
04/07/2008,0,0,0,0,0,24.65,251.36,1.5
05/07/2008,0,0,0,0,0,22.85,251.33,1.5
06/07/2008,0,0,0,0,0,22.55,251.3,1.5
07/07/2008,0,0,0,0,0.2,24,251.27,1.5
08/07/2008,0,0,0,0,0,23.65,251.24,1.5
09/07/2008,0,0,0,0,0,19.7,251.21,1.5
10/07/2008,0,0,0,0,0,21,251.18,1.5
11/07/2008,0,0,0,0,0,23.5,251.15,1.64
12/07/2008,0,0,0,0,0,23.7,251.12,2
13/07/2008,2.2,1,3.6,4,6.4,23.85,251.08,2
14/07/2008,0,0,0,0,0,21.5,251.05,2
15/07/2008,0,0,0,0,0,19.9,251,2
16/07/2008,0,0,0,0,0,21.85,250.97,2
17/07/2008,0,0,0,0,0,21.7,250.94,2
18/07/2008,0,0,0,0,0,21.95,250.91,2
19/07/2008,0,0,0,0,0,22.2,250.86,2
20/07/2008,0,0,0,0,0,23,250.82,2
21/07/2008,0,0,0,0,0,23.35,251.79,2
22/07/2008,0,0,0,0,0,22.9,250.75,2
23/07/2008,0,0,0,0,0,18.75,250.71,2
24/07/2008,0,0,0,0,0,20.45,250.67,2
25/07/2008,0,0,0,0,0,21.65,250.62,2
26/07/2008,0,0,0,0,0,22,250.59,2
27/07/2008,0,0,0,0,0,25.4,250.56,2
28/07/2008,0,0,0,0,0,25.4,250.52,2
29/07/2008,0,0,0,0,0,24.7,250.48,2
30/07/2008,1.8,0,0,0,0,26.35,250.44,2.28
31/07/2008,0,0.6,0,0,0,26.6,250.4,2.5
01/08/2008,0,0,0,0,0,26.85,250.36,2.5
02/08/2008,0,0,0,0,0,26.1,250.32,2.5
03/08/2008,0,0,0,0,0,25.85,250.28,2.5
04/08/2008,0,0,0,0,0,26.1,250.22,2.5
05/08/2008,0,0,0,0,0,24.9,250.16,2.5
06/08/2008,4.6,0.2,1.8,5.8,9.2,25.4,250.12,2.5
07/08/2008,0,0,0.2,0,0,27.2,250.09,2.5
08/08/2008,0,0,0,0,0,25.65,250.04,2.5
09/08/2008,0,0,0,0,0,24.6,249.99,2.5
10/08/2008,0,0,0,0,0,22.95,249.93,2.5
11/08/2008,0,0,0,0,0,23.8,249.89,2.5
12/08/2008,0,0,0,0,0,24.1,249.84,2.82
13/08/2008,0,0,0,0,0,25.45,249.78,3
14/08/2008,0,0,0,0,0,25.9,249.73,3
15/08/2008,9.4,11.2,12.6,14.4,13.4,26.4,249.68,3
16/08/2008,0.4,13.2,1.2,0.6,0.6,20.25,249.63,3
17/08/2008,0,0,0,0,0,20.9,249.58,3
18/08/2008,0,0,0,0,0,20.15,249.52,3
19/08/2008,0,0,0,0,0,21.85,249.46,3
20/08/2008,0,0,0,0,0,23.5,249.4,3
21/08/2008,0,0,0,0,0,22.85,249.34,3
22/08/2008,0,0,0,0,0,24.2,249.29,3
23/08/2008,6,0,2,4.4,9.8,24.5,249.22,3
24/08/2008,0,0,0,0,0,20.9,249.18,3
25/08/2008,0,0,0,0,0,22.55,249.13,3
26/08/2008,0,0,0,0,0,24.7,249.06,3
27/08/2008,0,0,0,0,0,24.2,249.01,3
28/08/2008,0,0,0,0,0,23.55,248.94,3
29/08/2008,0,0,0,0,0,23.4,248.88,3
30/08/2008,0,0,0,0,0,24.45,248.83,3
31/08/2008,0,0,0,0,0,24.5,248.77,3
01/09/2008,0,0,0,0,0,24.45,248.72,3
02/09/2008,0,0,0,0,0,23.75,248.65,3
03/09/2008,0,0,0,0,0,23.3,248.6,3
04/09/2008,0,0,0,0,0,22.75,248.53,3
05/09/2008,0,0,0,0,0.2,24,248.48,3
06/09/2008,0,0,0,0,0,26.8,248.42,3
07/09/2008,0,0,0,0,0,25.85,248.37,3
08/09/2008,0,0,0,0,0,21.9,248.31,3
09/09/2008,0,0,0,0,0,20.2,248.24,3
10/09/2008,0,0,0,0,0,24.85,248.19,3
11/09/2008,0,0,0,0,0,27.05,248.13,3
12/09/2008,5.8,0,16.2,8,3,25.9,248.07,3
13/09/2008,6.6,16.8,10.2,16.8,13.6,23.7,248.02,3
14/09/2008,14.2,15.4,11,10.4,9.2,15.75,247.98,3
15/09/2008,0,0,0.2,0.2,0,16.4,247.96,2.81
16/09/2008,0,0,0,0,0,14.4,247.9,2.7
17/09/2008,0,0,0,0,0,14.25,247.84,2.7
18/09/2008,0,0,0,0,0,16.8,247.79,2.7
19/09/2008,3.4,4.4,4,2.4,3.4,18.05,247.73,2.7
20/09/2008,0,0,0.2,0,0,15.25,247.67,2.7
21/09/2008,0,0,0,0,0,15.8,247.61,2.7
22/09/2008,0,0,0,0,0,14,247.57,2.7
23/09/2008,0,0,0,0,0,15.5,247.52,2.7
24/09/2008,0,0,0,0,0,15.9,247.46,2.7
25/09/2008,0,0,1,0,0,15.3,247.4,2.86
26/09/2008,0,0,1,0,0,15.9,247.35,3
27/09/2008,0,0.4,0.2,0,0,14.6,247.28,3
28/09/2008,0,0,0,0,0,13.6,247.21,3
29/09/2008,0,0,0,0,0,13,247.15,3
30/09/2008,0,0,0,0,0,14.45,247.1,3
01/10/2008,0,0,0,0,0,15.5,247.03,2.68
02/10/2008,0,0,0,0,0,17,246.99,2.5
03/10/2008,7.4,14.8,16,11,10.8,16.1,246.94,2.5
04/10/2008,0,0,0,0,0,12.8,246.91,2.5
05/10/2008,0.2,0,0,0,0,10.6,246.86,2.5
06/10/2008,0,0,0,0,0,13.3,246.81,2.5
07/10/2008,0,0,0,0,0.8,14.85,246.76,2.5
08/10/2008,0.2,0,0,0,0,15.4,246.71,2.5
09/10/2008,0,0,0,0,0,16.35,246.66,2.5
10/10/2008,0,0,0,0,0,20.15,246.62,2.5
11/10/2008,0,0,0,0,0,19.85,246.57,2.5
12/10/2008,0,0,0,0,0,18.45,246.51,2.5
13/10/2008,0,0,0,0,0,17.95,246.46,2.5
14/10/2008,0,0,0,0,0,17.8,246.41,2.5
15/10/2008,0,0,0,0,0,18.1,246.36,2.5
16/10/2008,0.8,7.2,0.2,0,0,19,246.32,2.5
17/10/2008,0,3.2,0,0,0,18.35,246.27,2.18
18/10/2008,0,0,0,0,0,17.9,246.23,2
19/10/2008,0,0,0,0,0,16.5,246.19,2
20/10/2008,0,0,0,0,0,16.55,246.15,2
21/10/2008,0.8,1.2,2.6,2,4.2,17.15,246.11,2
