date,l_ipn,r_asn,f
2006-07-21,0,3786,1
2006-07-21,0,4134,6
2006-07-21,0,4230,1
2006-07-21,0,4544,1
2006-07-21,0,4837,7
2006-07-21,0,5087,1
2006-07-21,0,6432,1
2006-07-21,0,6724,18
2006-07-21,0,6939,1
2006-07-21,0,6993,2
2006-07-21,0,7132,2
2006-07-21,0,7418,1
2006-07-21,0,8014,1
2006-07-21,0,8151,2
2006-07-21,0,8167,1
2006-07-21,0,8394,1
2006-07-21,0,8560,1
2006-07-21,0,8708,1
2006-07-21,0,9145,1
2006-07-21,0,9304,1
2006-07-21,0,9394,1
2006-07-21,0,9457,1
2006-07-21,0,9943,1
2006-07-21,0,10139,1
2006-07-21,0,10796,1
2006-07-21,0,10912,1
2006-07-21,0,11351,1
2006-07-21,0,11427,1
2006-07-21,0,13237,3
2006-07-21,0,13462,20
2006-07-21,0,13749,1118
2006-07-21,0,17968,1
2006-07-21,0,19262,2
2006-07-21,0,20401,1
2006-07-21,0,22291,1
2006-07-21,0,26831,1
2006-07-21,0,30975,1
2006-07-21,0,33668,1
2006-07-21,0,35047,1
2006-07-21,1,81,2
2006-07-21,1,209,6
2006-07-21,1,2018,1
2006-07-21,1,2152,1
2006-07-21,1,2200,2
2006-07-21,1,2828,2
2006-07-21,1,3215,2
2006-07-21,1,3265,1340
2006-07-21,1,3320,1
2006-07-21,1,3462,872
2006-07-21,1,3561,4
2006-07-21,1,3794,10
2006-07-21,1,4134,36
2006-07-21,1,4266,2
2006-07-21,1,4323,1
2006-07-21,1,4741,1
2006-07-21,1,4766,4
2006-07-21,1,4812,2
2006-07-21,1,4814,1
2006-07-21,1,4837,22
2006-07-21,1,6221,2
2006-07-21,1,6400,1
2006-07-21,1,6461,1
2006-07-21,1,6478,3
2006-07-21,1,6724,17
2006-07-21,1,7132,2
2006-07-21,1,7643,2
2006-07-21,1,8151,1
2006-07-21,1,8708,1
2006-07-21,1,9318,1
2006-07-21,1,9394,1
2006-07-21,1,9498,1
2006-07-21,1,9924,2
2006-07-21,1,9929,1
2006-07-21,1,10154,1
2006-07-21,1,11115,1
2006-07-21,1,11427,1
2006-07-21,1,11486,4
2006-07-21,1,12251,1
2006-07-21,1,12302,11
2006-07-21,1,12880,2
2006-07-21,1,13749,672
2006-07-21,1,14777,9
2006-07-21,1,14778,4
2006-07-21,1,15169,2
2006-07-21,1,17184,2
2006-07-21,1,17622,2
2006-07-21,1,17850,2
2006-07-21,1,18118,4
2006-07-21,1,19262,1
2006-07-21,1,19548,2
2006-07-21,1,21844,2
2006-07-21,1,22291,1
2006-07-21,1,22689,1
2006-07-21,1,29571,2
2006-07-21,1,34104,1
2006-07-21,1,35315,2
2006-07-21,1,37945,1
2006-07-21,2,59,1
2006-07-21,2,1312,84
2006-07-21,2,3561,10
2006-07-21,2,4134,2
2006-07-21,2,4538,4
2006-07-21,2,4837,1
2006-07-21,2,5650,141
2006-07-21,2,6724,17
2006-07-21,2,7018,292
2006-07-21,2,7132,4
2006-07-21,2,7377,70
2006-07-21,2,8151,1
2006-07-21,2,8708,1
2006-07-21,2,9394,1
2006-07-21,2,11414,2
2006-07-21,2,13749,1100
2006-07-21,2,16572,7
2006-07-21,2,19918,238
2006-07-21,2,27596,2
2006-07-21,2,29863,8
2006-07-21,2,33260,8
2006-07-21,2,33650,1142
2006-07-21,2,33651,7
2006-07-21,2,36114,1
2006-07-21,3,81,2
2006-07-21,3,3462,1
2006-07-21,3,4134,26
2006-07-21,3,4812,1
2006-07-21,3,4837,27
2006-07-21,3,6221,1
2006-07-21,3,6724,3
2006-07-21,3,7132,1
2006-07-21,3,8151,1
2006-07-21,3,8321,1
2006-07-21,3,8708,2
2006-07-21,3,9394,2
2006-07-21,3,13749,3
2006-07-21,3,17850,2
2006-07-21,3,18118,1
2006-07-21,4,3561,1
2006-07-21,4,4134,4
2006-07-21,4,4837,2
2006-07-21,4,6724,17
2006-07-21,4,7132,1
2006-07-21,4,8151,1
2006-07-21,4,8708,1
2006-07-21,4,9394,1
2006-07-21,4,13749,1179
2006-07-21,4,14777,9
2006-07-21,4,14778,2
2006-07-21,4,22855,30
2006-07-21,4,29895,94
2006-07-21,4,31976,84
2006-07-21,4,35315,2
2006-07-21,4,37945,1
2006-07-21,5,81,2
2006-07-21,5,3462,1
2006-07-21,5,3561,1
2006-07-21,5,4134,35
2006-07-21,5,4837,31
2006-07-21,5,6221,6
2006-07-21,5,6478,1
2006-07-21,5,6724,4
2006-07-21,5,7132,1
2006-07-21,5,8070,2
2006-07-21,5,8151,1
2006-07-21,5,8321,1
2006-07-21,5,8708,1
2006-07-21,5,9394,1
2006-07-21,5,13749,4
2006-07-21,5,17850,2
2006-07-21,6,81,2
2006-07-21,6,4134,42
2006-07-21,6,4812,1
2006-07-21,6,4837,40
2006-07-21,6,6221,6
2006-07-21,6,6724,2
2006-07-21,6,7132,1
2006-07-21,6,8151,1
2006-07-21,6,8321,4
2006-07-21,6,9394,2
2006-07-21,6,13749,3
2006-07-21,6,17850,6
2006-07-21,6,18118,5
2006-07-21,6,36856,2
2006-07-21,7,109,1
2006-07-21,7,2152,1
2006-07-21,7,3561,1
2006-07-21,7,4837,1
2006-07-21,7,6221,6
2006-07-21,7,8070,4
2006-07-21,7,8151,1
2006-07-21,7,8321,1
2006-07-21,7,18924,48
2006-07-21,8,109,1
2006-07-21,8,3561,1
2006-07-21,8,4837,1
2006-07-21,8,6221,1
2006-07-21,8,8070,2
2006-07-21,8,8151,1
2006-07-21,8,8708,1
2006-07-21,8,9308,169
2006-07-21,8,15169,4
2006-07-21,9,174,3
2006-07-21,9,209,8
2006-07-21,9,701,17
2006-07-21,9,852,1
2006-07-21,9,1239,63
2006-07-21,9,1668,2
2006-07-21,9,2152,490
2006-07-21,9,2914,106
2006-07-21,9,3064,2
2006-07-21,9,3268,22
2006-07-21,9,3356,63
2006-07-21,9,3561,6
2006-07-21,9,3598,10
2006-07-21,9,4182,28
2006-07-21,9,4265,5
2006-07-21,9,4323,9
2006-07-21,9,4355,4
2006-07-21,9,4977,2
2006-07-21,9,5779,215
2006-07-21,9,6307,8
2006-07-21,9,6318,17
2006-07-21,9,6432,26
2006-07-21,9,6866,18
2006-07-21,9,6939,2
2006-07-21,9,7132,101
2006-07-21,9,7260,4
2006-07-21,9,7349,2
2006-07-21,9,7393,12
2006-07-21,9,7743,32
2006-07-21,9,8002,4
2006-07-21,9,8070,11
2006-07-21,9,8075,2
2006-07-21,9,9194,1
2006-07-21,9,10316,3
2006-07-21,9,10532,3
2006-07-21,9,10763,7
2006-07-21,9,10794,14
2006-07-21,9,10884,69
2006-07-21,9,10910,2
2006-07-21,9,10912,1
2006-07-21,9,10933,3
2006-07-21,9,11303,3
2006-07-21,9,11421,5
2006-07-21,9,11486,9
2006-07-21,9,12168,7
2006-07-21,9,12179,10
2006-07-21,9,12182,90
2006-07-21,9,12217,10
2006-07-21,9,12222,174
2006-07-21,9,13601,37
2006-07-21,9,13649,1
2006-07-21,9,13749,1
2006-07-21,9,14135,3
2006-07-21,9,14492,37
2006-07-21,9,14494,2
2006-07-21,9,14743,1
2006-07-21,9,14780,434
2006-07-21,9,14904,1
2006-07-21,9,15104,13
2006-07-21,9,15169,553
2006-07-21,9,16276,1
2006-07-21,9,16810,6
2006-07-21,9,17225,7
2006-07-21,9,17228,10
2006-07-21,9,17231,7
2006-07-21,9,17232,33
2006-07-21,9,17233,1
2006-07-21,9,18713,23
2006-07-21,9,19029,3
2006-07-21,9,19296,15
2006-07-21,9,19355,8
2006-07-21,9,19885,7
2006-07-21,9,19893,6
2006-07-21,9,21840,1
2006-07-21,9,21844,42
2006-07-21,9,23342,5
2006-07-21,9,23393,2
2006-07-21,9,25751,52
2006-07-21,9,25897,4
2006-07-21,9,25973,2
2006-07-21,9,26062,93
2006-07-21,9,26085,4
2006-07-21,9,26101,99
2006-07-21,9,26914,2
2006-07-21,9,27557,2
2006-07-21,9,29699,1
2006-07-21,9,29802,2
2006-07-21,9,29960,5
2006-07-21,9,29973,1
2006-07-21,9,30315,52
2006-07-21,9,32025,17
2006-07-21,9,33694,2
2006-07-21,9,36031,20
2006-07-21,9,36088,267
2006-07-21,9,36323,5
2006-07-21,9,36856,2
2006-07-22,0,8,2
2006-07-22,0,209,2
2006-07-22,0,1790,1
2006-07-22,0,2379,1
2006-07-22,0,2856,1
2006-07-22,0,3064,1
2006-07-22,0,3561,17
2006-07-22,0,3671,4
2006-07-22,0,3786,3
2006-07-22,0,4134,4
2006-07-22,0,4538,1
2006-07-22,0,4670,2
2006-07-22,0,4713,1
2006-07-22,0,4766,1
2006-07-22,0,4808,3
2006-07-22,0,5462,1
2006-07-22,0,6467,36
2006-07-22,0,7018,1
2006-07-22,0,7893,1
2006-07-22,0,8167,1
2006-07-22,0,9116,1
2006-07-22,0,10421,2
2006-07-22,0,10738,1
2006-07-22,0,11060,1
2006-07-22,0,11398,1
2006-07-22,0,12131,2
2006-07-22,0,12252,1
2006-07-22,0,13343,1
2006-07-22,0,13462,24
2006-07-22,0,13749,4
2006-07-22,0,13867,1
2006-07-22,0,14501,355
2006-07-22,0,16810,1
2006-07-22,0,17228,1
2006-07-22,0,17621,1
2006-07-22,0,17858,1
2006-07-22,0,19262,2
2006-07-22,0,20001,1
2006-07-22,0,20258,1
2006-07-22,0,22927,1
2006-07-22,0,26101,1
2006-07-22,0,27183,1
2006-07-22,0,27699,1
2006-07-22,0,32666,1
2006-07-22,0,35970,1
2006-07-22,1,8,1
2006-07-22,1,1967,2
2006-07-22,1,3265,1375
2006-07-22,1,3561,10
2006-07-22,1,3595,1
2006-07-22,1,3786,24
2006-07-22,1,4134,13
2006-07-22,1,4230,2
2006-07-22,1,4538,1
2006-07-22,1,4691,1
2006-07-22,1,4755,1
2006-07-22,1,4766,8
2006-07-22,1,4812,1
2006-07-22,1,4837,2
2006-07-22,1,6316,1
2006-07-22,1,6461,9
2006-07-22,1,6467,36
2006-07-22,1,6478,12
2006-07-22,1,7132,1
2006-07-22,1,7470,1
2006-07-22,1,7738,1
2006-07-22,1,8167,1
2006-07-22,1,8342,15
2006-07-22,1,8376,2
2006-07-22,1,9318,2
2006-07-22,1,9457,1
2006-07-22,1,9498,1
2006-07-22,1,9803,1
2006-07-22,1,9908,1
2006-07-22,1,10421,2
2006-07-22,1,11103,1
2006-07-22,1,11486,4
2006-07-22,1,12302,37
2006-07-22,1,13749,5
2006-07-22,1,14501,1
2006-07-22,1,14778,12
2006-07-22,1,14780,1
2006-07-22,1,14985,2
2006-07-22,1,15169,1
2006-07-22,1,17184,1
2006-07-22,1,17622,2
2006-07-22,1,17676,1
2006-07-22,1,18118,1
2006-07-22,1,26010,4
2006-07-22,1,26627,1
2006-07-22,1,27183,1
2006-07-22,1,32666,1
2006-07-22,1,32743,2
2006-07-22,1,34320,1
2006-07-22,1,35315,4
2006-07-22,1,35832,1
2006-07-22,2,3,2
2006-07-22,2,1312,87
2006-07-22,2,3561,3
2006-07-22,2,4134,1
2006-07-22,2,4538,4
2006-07-22,2,4691,1
2006-07-22,2,4766,1
2006-07-22,2,4808,1
2006-07-22,2,5650,13
2006-07-22,2,5661,3
2006-07-22,2,6467,36
2006-07-22,2,7018,288
2006-07-22,2,7132,11
2006-07-22,2,7377,82
2006-07-22,2,8001,1
2006-07-22,2,10421,19
2006-07-22,2,11414,1
2006-07-22,2,12252,1
2006-07-22,2,13749,4
2006-07-22,2,14501,1
2006-07-22,2,14537,4
2006-07-22,2,19918,163
2006-07-22,2,27183,1
2006-07-22,2,29863,16
2006-07-22,2,30099,4
2006-07-22,2,32666,1
2006-07-22,2,33260,4
2006-07-22,2,33650,307
2006-07-22,2,33651,8
2006-07-22,2,36828,3
2006-07-22,3,8,2
2006-07-22,3,2152,2
2006-07-22,3,3356,6
2006-07-22,3,3786,1
2006-07-22,3,4134,25
2006-07-22,3,4538,15
2006-07-22,3,4691,1
2006-07-22,3,4766,1
2006-07-22,3,4808,3
2006-07-22,3,6467,1
2006-07-22,3,6746,1
2006-07-22,3,9457,1
2006-07-22,3,10421,1
2006-07-22,3,11103,1
2006-07-22,3,13749,3
2006-07-22,3,14501,2
2006-07-22,3,14985,1
2006-07-22,3,18118,3
2006-07-22,3,27183,2
2006-07-22,3,32666,2
2006-07-22,4,8,1
2006-07-22,4,3786,24
2006-07-22,4,4134,2
2006-07-22,4,4538,1
2006-07-22,4,4691,1
2006-07-22,4,4766,1
2006-07-22,4,4808,2
2006-07-22,4,6467,36
2006-07-22,4,7132,4
2006-07-22,4,10421,2
2006-07-22,4,12252,1
2006-07-22,4,13749,4
2006-07-22,4,14501,1
2006-07-22,4,14778,4
2006-07-22,4,27183,1
2006-07-22,4,29895,4
2006-07-22,4,31976,85
2006-07-22,4,32666,1
2006-07-22,4,33651,19
2006-07-22,5,8,2
2006-07-22,5,209,5
2006-07-22,5,2152,22
2006-07-22,5,3356,3
2006-07-22,5,3561,5
2006-07-22,5,3786,2
2006-07-22,5,4134,10
2006-07-22,5,4538,3
2006-07-22,5,4691,1
2006-07-22,5,4766,1
2006-07-22,5,4808,3
2006-07-22,5,4812,2
2006-07-22,5,4837,1
2006-07-22,5,6467,1
2006-07-22,5,6746,1
2006-07-22,5,8070,1
2006-07-22,5,8075,1
2006-07-22,5,9156,1
2006-07-22,5,9457,1
2006-07-22,5,10421,1
2006-07-22,5,11103,1
2006-07-22,5,11486,3
2006-07-22,5,11608,4
2006-07-22,5,12222,3
2006-07-22,5,12252,1
2006-07-22,5,13749,2
2006-07-22,5,13867,4
2006-07-22,5,14501,1
2006-07-22,5,14776,2
2006-07-22,5,14985,2
2006-07-22,5,15169,18
2006-07-22,5,16509,1
2006-07-22,5,18118,7
2006-07-22,5,21844,1
2006-07-22,5,22781,1
2006-07-22,5,26085,2
2006-07-22,5,26101,28
2006-07-22,5,26201,1
2006-07-22,5,27183,1
2006-07-22,5,30217,10
2006-07-22,5,32666,1
2006-07-22,6,8,2
2006-07-22,6,3786,1
2006-07-22,6,4134,29
2006-07-22,6,4538,1
2006-07-22,6,4691,1
2006-07-22,6,4766,1
2006-07-22,6,4808,3
2006-07-22,6,4812,2
2006-07-22,6,6467,1
2006-07-22,6,9457,1
2006-07-22,6,10421,1
2006-07-22,6,11103,2
2006-07-22,6,12252,2
2006-07-22,6,13749,3
2006-07-22,6,14501,2
2006-07-22,6,14985,2
2006-07-22,6,17785,1
2006-07-22,6,18118,2
2006-07-22,6,27183,1
2006-07-22,6,32666,2
2006-07-22,7,2152,1
2006-07-22,7,3561,1
2006-07-22,7,8070,3
2006-07-22,7,8972,2
2006-07-22,7,18924,48
2006-07-22,8,1668,2
2006-07-22,8,3561,1
2006-07-22,8,3701,4
2006-07-22,8,4134,52
2006-07-22,8,5662,18
2006-07-22,8,7018,12
2006-07-22,8,7132,6
2006-07-22,8,8070,16
2006-07-22,8,8075,4
2006-07-22,8,8972,2
2006-07-22,8,12168,1
2006-07-22,8,15169,83
2006-07-22,8,30687,1
2006-07-22,9,3561,1
2006-07-22,9,7132,1
2006-07-22,9,8070,2
2006-07-22,9,8075,2
2006-07-23,0,209,3
2006-07-23,0,701,1
2006-07-23,0,3561,18
2006-07-23,0,3671,11
2006-07-23,0,4134,3
2006-07-23,0,4538,1
2006-07-23,0,5410,1
2006-07-23,0,6478,1
2006-07-23,0,7132,14
2006-07-23,0,8167,1
2006-07-23,0,8560,1
2006-07-23,0,9318,1
2006-07-23,0,10091,1
2006-07-23,0,11427,1
2006-07-23,0,12131,1
2006-07-23,0,12271,1
2006-07-23,0,12312,1
2006-07-23,0,13237,1
2006-07-23,0,13462,26
2006-07-23,0,15802,1
2006-07-23,0,17633,1
2006-07-23,0,18229,1
2006-07-23,0,19262,1
2006-07-23,0,21844,1
2006-07-23,0,26085,1
2006-07-23,0,26101,2
2006-07-23,0,26277,1
2006-07-23,0,27357,1
2006-07-23,0,30983,1
2006-07-23,0,32666,3697
2006-07-23,0,33552,1
2006-07-23,1,209,1
2006-07-23,1,577,54
2006-07-23,1,1668,2
2006-07-23,1,2200,1
2006-07-23,1,2497,1
2006-07-23,1,2828,2
2006-07-23,1,3265,4422
2006-07-23,1,3269,3
2006-07-23,1,3307,271
2006-07-23,1,3462,6
2006-07-23,1,3491,1
2006-07-23,1,3561,8
2006-07-23,1,4134,19
2006-07-23,1,4538,2
2006-07-23,1,4668,1
2006-07-23,1,4713,3
2006-07-23,1,4739,1
2006-07-23,1,4766,4
2006-07-23,1,4812,1
2006-07-23,1,6461,9
2006-07-23,1,6478,8
2006-07-23,1,7018,1
2006-07-23,1,7132,5
2006-07-23,1,7545,2
2006-07-23,1,8376,1
2006-07-23,1,8560,1
2006-07-23,1,8708,48
2006-07-23,1,9318,6
2006-07-23,1,9488,1
2006-07-23,1,9808,1
2006-07-23,1,11427,1
2006-07-23,1,12302,96
2006-07-23,1,12859,50
2006-07-23,1,13749,1
2006-07-23,1,14778,55
2006-07-23,1,15169,4
2006-07-23,1,17506,2
2006-07-23,1,17621,1
2006-07-23,1,17622,2
2006-07-23,1,17858,2
2006-07-23,1,18118,2
2006-07-23,1,20115,2
2006-07-23,1,20932,1
2006-07-23,1,21844,5
2006-07-23,1,23724,2
2006-07-23,1,26277,1
2006-07-23,1,26627,1
2006-07-23,1,30015,1
2006-07-23,1,30983,1
2006-07-23,1,32666,3697
2006-07-23,2,577,1
2006-07-23,2,1312,84
2006-07-23,2,2552,1
2006-07-23,2,3561,9
2006-07-23,2,4134,1
2006-07-23,2,4181,1
2006-07-23,2,4538,2
2006-07-23,2,5650,23
2006-07-23,2,6478,3
2006-07-23,2,7018,289
2006-07-23,2,7132,3
2006-07-23,2,7377,80
2006-07-23,2,8560,1
2006-07-23,2,9318,1
2006-07-23,2,16572,10
2006-07-23,2,19918,161
2006-07-23,2,21844,1
2006-07-23,2,26277,1
2006-07-23,2,27596,2
2006-07-23,2,29863,4
2006-07-23,2,30099,4
2006-07-23,2,30983,1
2006-07-23,2,32666,3697
2006-07-23,2,33260,12
2006-07-23,2,33650,132
2006-07-23,3,577,1
2006-07-23,3,2828,1
2006-07-23,3,3269,6
2006-07-23,3,3462,1
2006-07-23,3,3491,2
2006-07-23,3,4134,15
2006-07-23,3,4538,2
2006-07-23,3,4766,1
2006-07-23,3,4812,1
2006-07-23,3,8560,1
2006-07-23,3,9318,2
2006-07-23,3,9808,1
2006-07-23,3,16265,1
2006-07-23,3,18118,3
2006-07-23,3,20115,2
2006-07-23,3,21844,5
2006-07-23,3,26277,2
2006-07-23,3,30015,1
2006-07-23,3,30983,1
2006-07-23,4,3462,3
2006-07-23,4,4134,2
2006-07-23,4,4323,1
2006-07-23,4,7132,35
2006-07-23,4,8560,1
2006-07-23,4,9318,1
2006-07-23,4,14778,11
2006-07-23,4,21844,1
2006-07-23,4,26277,1
2006-07-23,4,29895,8
2006-07-23,4,30983,1
2006-07-23,4,31976,84
2006-07-23,4,32666,3697
2006-07-23,5,209,10
2006-07-23,5,559,4
2006-07-23,5,702,5
2006-07-23,5,2152,103
2006-07-23,5,2828,2
2006-07-23,5,2914,1
2006-07-23,5,3269,3
2006-07-23,5,3356,3
2006-07-23,5,3462,1
2006-07-23,5,3561,36
2006-07-23,5,4134,11
2006-07-23,5,4538,1
2006-07-23,5,4766,2
2006-07-23,5,6432,27
2006-07-23,5,7132,1
2006-07-23,5,8001,2
2006-07-23,5,8070,5
2006-07-23,5,8075,5
2006-07-23,5,8560,1
2006-07-23,5,9156,10
2006-07-23,5,9318,1
2006-07-23,5,10532,8
2006-07-23,5,10552,4
2006-07-23,5,10565,1
2006-07-23,5,10933,2
2006-07-23,5,11274,1
2006-07-23,5,11486,15
2006-07-23,5,12168,1
2006-07-23,5,12182,1
2006-07-23,5,12222,14
2006-07-23,5,13601,31
2006-07-23,5,13649,2
2006-07-23,5,13749,2
2006-07-23,5,13867,2
2006-07-23,5,14173,1
2006-07-23,5,14446,59
2006-07-23,5,14743,69
2006-07-23,5,14744,4
2006-07-23,5,14776,4
2006-07-23,5,14779,13
2006-07-23,5,14780,2
2006-07-23,5,14829,3
2006-07-23,5,15169,93
2006-07-23,5,16509,11
2006-07-23,5,20115,2
2006-07-23,5,21568,3
2006-07-23,5,21844,120
2006-07-23,5,22781,3
2006-07-23,5,23719,7
2006-07-23,5,25751,9
2006-07-23,5,26085,15
2006-07-23,5,26101,107
2006-07-23,5,26201,3
2006-07-23,5,26277,1
2006-07-23,5,30015,1
2006-07-23,5,30209,4
2006-07-23,5,30496,2
2006-07-23,5,30983,1
2006-07-23,5,33739,5
2006-07-23,5,36839,2
2006-07-23,6,2828,2
2006-07-23,6,3269,6
2006-07-23,6,3462,2
2006-07-23,6,3491,2
2006-07-23,6,4134,24
2006-07-23,6,4766,2
2006-07-23,6,4812,1
2006-07-23,6,4837,1
2006-07-23,6,8560,1
2006-07-23,6,9318,2
2006-07-23,6,9808,1
2006-07-23,6,18118,3
2006-07-23,6,20115,2
2006-07-23,6,21844,6
2006-07-23,6,26277,2
2006-07-23,6,30015,1
2006-07-23,6,30983,1
2006-07-23,7,2152,1
2006-07-23,7,2828,2
2006-07-23,7,4766,2
2006-07-23,7,4814,1
2006-07-23,7,7132,1
2006-07-23,7,8070,1
2006-07-23,7,8075,2
2006-07-23,7,10077,4
2006-07-23,7,14985,2
2006-07-23,7,18924,48
2006-07-23,7,21844,2
2006-07-23,8,70,30
2006-07-23,8,81,4
2006-07-23,8,137,1
2006-07-23,8,209,6
2006-07-23,8,271,5
2006-07-23,8,559,3
2006-07-23,8,680,3
2006-07-23,8,1668,10
2006-07-23,8,2152,34
2006-07-23,8,2828,1
2006-07-23,8,3356,2
2006-07-23,8,3527,7
2006-07-23,8,3561,6
2006-07-23,8,4134,266
2006-07-23,8,4266,6
2006-07-23,8,4766,1
2006-07-23,8,4814,1
2006-07-23,8,5662,27
2006-07-23,8,6140,6
2006-07-23,8,6364,5
2006-07-23,8,6629,5
2006-07-23,8,7018,28
2006-07-23,8,7132,1
2006-07-23,8,8001,6
2006-07-23,8,8070,5
2006-07-23,8,8075,14
2006-07-23,8,8560,27
2006-07-23,8,8689,2524
2006-07-23,8,10077,1
2006-07-23,8,10913,12
2006-07-23,8,11486,9
2006-07-23,8,11736,5
2006-07-23,8,12168,50
2006-07-23,8,12222,7
2006-07-23,8,12552,6
2006-07-23,8,13827,5
2006-07-23,8,13890,6
2006-07-23,8,14116,3
2006-07-23,8,14985,1
2006-07-23,8,15169,672
2006-07-23,8,15247,1
2006-07-23,8,15395,1
2006-07-23,8,16807,1
2006-07-23,8,17374,7
2006-07-23,8,21844,1
2006-07-23,8,22205,6
2006-07-23,8,22822,12
2006-07-23,8,22982,6
2006-07-23,8,23342,2
2006-07-23,8,26367,849
2006-07-23,8,26496,27
2006-07-23,8,27357,2
2006-07-23,8,29720,2
2006-07-23,8,30217,10
2006-07-23,8,30687,1
2006-07-23,8,32878,3
2006-07-23,8,33554,6
2006-07-23,9,3561,2
2006-07-23,9,8070,3
2006-07-24,0,8,2
2006-07-24,0,209,1
2006-07-24,0,701,3
2006-07-24,0,3243,1
2006-07-24,0,3257,1
2006-07-24,0,3340,1
2006-07-24,0,3561,38
2006-07-24,0,3671,19
2006-07-24,0,4134,2
2006-07-24,0,4230,1
2006-07-24,0,4766,3
2006-07-24,0,4780,2
2006-07-24,0,4837,3
2006-07-24,0,5462,1
2006-07-24,0,6198,1
2006-07-24,0,6432,1
2006-07-24,0,6724,1
2006-07-24,0,6739,1
2006-07-24,0,6746,3
2006-07-24,0,6939,1
2006-07-24,0,7132,2
2006-07-24,0,8151,2
2006-07-24,0,8376,1
2006-07-24,0,8881,1
2006-07-24,0,9318,1
2006-07-24,0,9370,366
2006-07-24,0,9498,1
2006-07-24,0,10834,1
2006-07-24,0,12131,1
2006-07-24,0,12876,1
2006-07-24,0,13462,26
2006-07-24,0,13867,1
2006-07-24,0,14280,1
2006-07-24,0,15083,1
2006-07-24,0,17012,1
2006-07-24,0,17968,1
2006-07-24,0,18812,1
2006-07-24,0,18942,1
2006-07-24,0,19262,4
2006-07-24,0,19548,1
2006-07-24,0,21502,1
2006-07-24,0,22291,6
2006-07-24,0,22909,1
2006-07-24,0,25369,323
2006-07-24,0,27699,3
2006-07-24,0,30099,1
2006-07-24,0,30983,17
2006-07-24,0,31976,7
2006-07-24,0,33287,1
2006-07-24,0,33379,1
2006-07-24,0,33489,1
2006-07-24,1,8,1
2006-07-24,1,680,1
2006-07-24,1,1916,13
2006-07-24,1,2828,2
2006-07-24,1,2897,2
2006-07-24,1,3257,1
2006-07-24,1,3265,581
2006-07-24,1,3269,2
2006-07-24,1,3340,1
2006-07-24,1,3356,1
2006-07-24,1,3462,13
2006-07-24,1,3561,8
2006-07-24,1,4134,1
2006-07-24,1,4713,3
2006-07-24,1,4766,5
2006-07-24,1,4812,1
2006-07-24,1,4837,14
2006-07-24,1,5408,2
2006-07-24,1,6461,18
2006-07-24,1,6746,1
2006-07-24,1,8342,11
2006-07-24,1,8376,1
2006-07-24,1,8708,3
2006-07-24,1,8881,1
2006-07-24,1,9121,1
2006-07-24,1,9304,2
2006-07-24,1,9370,366
2006-07-24,1,9457,2
2006-07-24,1,9808,1
2006-07-24,1,10704,1
2006-07-24,1,12302,28
2006-07-24,1,12322,2
2006-07-24,1,12880,2
2006-07-24,1,13767,1
2006-07-24,1,14117,1
2006-07-24,1,14280,1
2006-07-24,1,14778,6
2006-07-24,1,14780,1
2006-07-24,1,15169,4
2006-07-24,1,17697,2
2006-07-24,1,17712,3
2006-07-24,1,18812,1
2006-07-24,1,19262,1
2006-07-24,1,22773,1
2006-07-24,1,23248,2
2006-07-24,1,25369,323
2006-07-24,1,27699,2
2006-07-24,1,30315,1
2006-07-24,1,30983,39
2006-07-24,1,33287,3
2006-07-24,1,33438,1
2006-07-24,1,34320,2
2006-07-24,2,59,1
2006-07-24,2,81,3
2006-07-24,2,209,51
2006-07-24,2,1312,99
2006-07-24,2,3257,1
2006-07-24,2,3340,1
2006-07-24,2,3561,10
2006-07-24,2,4134,1
2006-07-24,2,4230,1
2006-07-24,2,4323,8
2006-07-24,2,4766,1
2006-07-24,2,4837,1
2006-07-24,2,5650,127
2006-07-24,2,6366,1
2006-07-24,2,6461,1
2006-07-24,2,6478,10
2006-07-24,2,7018,288
2006-07-24,2,7132,3
2006-07-24,2,7377,93
2006-07-24,2,7847,8
2006-07-24,2,8001,1
2006-07-24,2,8881,1
2006-07-24,2,9370,193
2006-07-24,2,11414,3
2006-07-24,2,11686,2
2006-07-24,2,11939,56
2006-07-24,2,12182,52
2006-07-24,2,14280,1
2006-07-24,2,15169,22
2006-07-24,2,18812,1
2006-07-24,2,19918,129
2006-07-24,2,25369,323
2006-07-24,2,27699,2
2006-07-24,2,29863,16
2006-07-24,2,30099,8
2006-07-24,2,30983,280
2006-07-24,2,33260,20
2006-07-24,2,33322,2
2006-07-24,2,33650,38
2006-07-24,3,8,2
2006-07-24,3,3257,1
2006-07-24,3,3269,1
2006-07-24,3,3340,2
2006-07-24,3,3491,2
2006-07-24,3,4134,1
2006-07-24,3,4766,6
2006-07-24,3,4812,1
2006-07-24,3,4837,13
2006-07-24,3,5408,1
2006-07-24,3,6746,1
2006-07-24,3,9370,2
2006-07-24,3,9457,1
2006-07-24,3,9808,1
2006-07-24,3,14117,1
2006-07-24,3,14280,1
2006-07-24,3,18118,1
2006-07-24,3,18812,1
2006-07-24,3,25369,2
2006-07-24,3,27699,1
2006-07-24,3,30983,2
2006-07-24,3,33287,1
2006-07-24,4,8,1
2006-07-24,4,3257,1
2006-07-24,4,3340,1
2006-07-24,4,4134,1
2006-07-24,4,4230,1
2006-07-24,4,4766,1
2006-07-24,4,4837,3
2006-07-24,4,9370,317
