Date,Game,Earnings,Players,Tournaments
10/1/2013,FIFA 14,545.72,3,5
10/1/2013,Quake Live,500,3,1
10/1/2013,Tekken Tag Tournament 2,385,8,5
10/1/2013,Trackmania 2: Valley,238.68,3,1
10/1/2013,Hearthstone,25,1,1
11/1/2013,StarCraft II,557018.39,176,46
11/1/2013,Dota 2,484692.96,127,17
11/1/2013,League of Legends,481318.32,273,32
11/1/2013,Counter-Strike: Global Offensive,349224.38,163,16
11/1/2013,World of WarCraft,189000,12,1
11/1/2013,World of Tanks,1.00E+05,0,1
11/1/2013,Heroes of Newerth,90132.99,90,13
11/1/2013,Call of Duty: Ghosts,58195,41,7
11/1/2013,Counter-Strike Online,39417.6,15,1
11/1/2013,Call of Duty: Black Ops 2,20580,16,2
11/1/2013,Super Street Fighter IV Arcade Edition,17033.72,27,10
11/1/2013,Battlefield 4,15408.65,20,2
11/1/2013,Quake Live,15273.72,4,1
11/1/2013,ShootMania Storm,15000,9,1
11/1/2013,Super Smash Bros. Melee,8630.4,58,18
11/1/2013,FIFA 14,8539.64,8,6
11/1/2013,TrackMania 2: Stadium,8000,3,1
11/1/2013,rFactor,4595.99,30,1
11/1/2013,WarCraft III,3041.45,9,6
11/1/2013,CrossFire,2336.6,40,6
11/1/2013,StarCraft: Brood War,1440.38,6,2
11/1/2013,Hearthstone,1370.34,2,2
11/1/2013,Project M,699,17,5
11/1/2013,Super Smash Bros. Brawl,675,14,6
11/1/2013,Ultimate Marvel vs. Capcom 3,640,17,6
11/1/2013,Call of Duty 4: Modern Warfare,534.8,5,1
11/1/2013,Injustice: Gods Among Us,520,20,9
11/1/2013,Team Fortress 2,392,18,1
11/1/2013,Tekken Tag Tournament 2,235,10,4
11/1/2013,Dead or Alive 5 Ultimate,0,4,1
11/1/2013,King of Fighters XIII,0,4,1
11/1/2013,Persona 4 Arena,0,3,1
11/1/2013,Street Fighter X Tekken,0,3,1
12/1/2013,League of Legends,394954.63,352,48
12/1/2013,StarCraft II,291685.12,131,42
12/1/2013,Dota 2,249285.08,227,14
12/1/2013,Counter-Strike: Global Offensive,107879.44,176,17
12/1/2013,World of Tanks,66000,28,2
12/1/2013,CrossFire,62445.28,48,7
12/1/2013,StarCraft: Brood War,44310.89,7,2
12/1/2013,Counter-Strike Online,40000,15,1
12/1/2013,Super Street Fighter IV Arcade Edition,28130,16,8
12/1/2013,Age of Empires II,21200,16,1
12/1/2013,FIFA 14,19335.07,8,6
12/1/2013,WarCraft III,16647.75,5,4
12/1/2013,Heroes of Newerth,15500,71,4
12/1/2013,Call of Duty: Ghosts,10554.3,31,7
12/1/2013,Super Smash Bros. Melee,9758.58,64,17
12/1/2013,Ultimate Marvel vs. Capcom 3,5250,7,3
12/1/2013,Street Fighter X Tekken,5000,3,1
12/1/2013,Halo 4,3274.3,16,1
12/1/2013,Project M,2725,32,11
12/1/2013,ShootMania Storm,2634.29,3,1
12/1/2013,Age of Empires III,1770,8,1
12/1/2013,Team Fortress 2,1372.7,18,1
12/1/2013,Super Smash Bros. Brawl,985,17,5
12/1/2013,TrackMania 2: Stadium,818.44,8,1
12/1/2013,Age of Empires,352,8,1
12/1/2013,Tekken Tag Tournament 2,270,6,3
12/1/2013,Injustice: Gods Among Us,240,9,4
12/1/2013,Super Smash Bros.,40,3,1
1/1/2014,League of Legends,751350.46,377,32
1/1/2014,Dota 2,537172.02,62,9
1/1/2014,StarCraft II,95625.27,129,34
1/1/2014,Counter-Strike: Global Offensive,83433.98,224,13
1/1/2014,Call of Duty: Ghosts,29025,29,5
1/1/2014,Heroes of Newerth,22509.41,57,5
1/1/2014,Hearthstone,21067.79,14,4
1/1/2014,Point Blank,18000,20,1
1/1/2014,Super Smash Bros. Melee,15535,41,11
1/1/2014,Team Fortress 2,14780,24,2
1/1/2014,WarCraft III,9299.74,7,5
1/1/2014,Super Smash Bros. Brawl,7848.39,20,6
1/1/2014,Project M,4851.82,25,7
1/1/2014,Age of Empires II,4650,8,3
1/1/2014,FIFA 14,3071.87,13,6
1/1/2014,StarCraft: Brood War,3063.69,3,1
1/1/2014,Super Street Fighter IV Arcade Edition,2480,18,9
1/1/2014,CrossFire,2173.58,31,5
1/1/2014,Quake Live,2172.05,12,8
1/1/2014,Ultimate Marvel vs. Capcom 3,1730,11,5
1/1/2014,Super Smash Bros.,1710,6,1
1/1/2014,Call of Duty 4: Modern Warfare,1476.18,0,1
1/1/2014,Halo 3,1476.18,0,1
1/1/2014,Tekken Tag Tournament 2,1093.39,13,5
1/1/2014,Injustice: Gods Among Us,1055,11,4
1/1/2014,Killer Instinct (2013),740,6,1
1/1/2014,Battlefield 4,544.79,16,4
1/1/2014,NHL 14,478.39,3,1
1/1/2014,King of Fighters XIII,270,4,1
1/1/2014,BlazBlue: Chronophantasma,0,4,1
1/1/2014,Guilty Gear XX Accent Core Plus R,0,4,1
2/1/2014,CrossFire,182173.58,104,6
2/1/2014,StarCraft II,172010.68,154,47
2/1/2014,Dota 2,109103.95,80,9
2/1/2014,World of Tanks,1.00E+05,0,1
2/1/2014,League of Legends,96041.67,199,31
2/1/2014,Counter-Strike: Global Offensive,44255.75,166,20
2/1/2014,Call of Duty: Ghosts,21275,24,7
2/1/2014,Heroes of Newerth,12255.56,35,4
2/1/2014,Super Smash Bros. Melee,9637.55,56,19
2/1/2014,Hearthstone,8445.54,16,10
2/1/2014,Project M,4281.33,36,11
2/1/2014,WarCraft III,3020.61,7,2
2/1/2014,Quake Live,2395.65,9,7
2/1/2014,Super Street Fighter IV Arcade Edition,1850,18,8
2/1/2014,Super Smash Bros. Brawl,1405,13,3
2/1/2014,Team Fortress 2,1373.73,0,1
2/1/2014,StarCraft: Brood War,1304.51,3,1
2/1/2014,Battlefield 4,1225.25,11,5
2/1/2014,TrackMania 2: Stadium,827.6,8,1
2/1/2014,FIFA 14,546.32,4,5
2/1/2014,Attack on Titan Tribute Game,300,3,2
2/1/2014,Injustice: Gods Among Us,290,5,4
2/1/2014,Tekken Tag Tournament 2,275,4,4
2/1/2014,Ultimate Marvel vs. Capcom 3,90,6,2
2/1/2014,Super Smash Bros.,30,4,1
3/1/2014,Call of Duty: Ghosts,1030131.5,44,6
3/1/2014,League of Legends,355749.99,352,37
3/1/2014,Counter-Strike: Global Offensive,295120.65,227,19
3/1/2014,SMITE,217909.6,40,1
3/1/2014,Heroes of Newerth,203671.36,54,6
3/1/2014,StarCraft II,144298.39,120,48
3/1/2014,Magic: The Gathering Online,116000,16,1
3/1/2014,World of Tanks,1.00E+05,7,1
3/1/2014,KartRider,44832,16,1
3/1/2014,Dota 2,39847.26,49,5
3/1/2014,Hearthstone,30109.94,21,13
3/1/2014,Battlefield 4,28901.55,26,6
3/1/2014,StarCraft: Brood War,18323.71,16,3
3/1/2014,King of Fighters XIII,10000,20,3
3/1/2014,Super Smash Bros. Melee,8211.75,71,21
3/1/2014,Age of Empires II,7763.71,15,6
3/1/2014,TrackMania 2: Stadium,2764.98,32,1
3/1/2014,Super Street Fighter IV Arcade Edition,2493.17,37,11
3/1/2014,Quake Live,1444.54,12,6
3/1/2014,Call of Duty 4: Modern Warfare,1375.3,0,1
3/1/2014,CrossFire,1249.8,25,2
3/1/2014,Project M,901.02,27,7
3/1/2014,WarCraft III,844.8,8,2
3/1/2014,Attack on Titan Tribute Game,750,6,5
3/1/2014,NHL 14,723.17,3,1
3/1/2014,FIFA 14,691.4,4,5
3/1/2014,Ultimate Marvel vs. Capcom 3,560,36,10
3/1/2014,Divekick,500,3,1
3/1/2014,Super Smash Bros.,348,5,2
3/1/2014,Injustice: Gods Among Us,340,23,7
3/1/2014,Super Smash Bros. Brawl,300,8,2
3/1/2014,Tekken Tag Tournament 2,215,24,6
3/1/2014,Killer Instinct (2013),70,17,3
3/1/2014,BlazBlue: Chronophantasma,0,16,2
3/1/2014,Dead or Alive 5 Ultimate,0,16,2
3/1/2014,Guilty Gear XX Accent Core Plus R,0,16,2
3/1/2014,Mortal Kombat 9,0,14,2
3/1/2014,Persona 4 Arena,0,8,1
3/1/2014,Skullgirls Encore,0,8,1
3/1/2014,Soul Calibur II HD Online,0,8,1
3/1/2014,Soul Calibur V,0,15,2
3/1/2014,Street Fighter X Tekken,0,13,2
3/1/2014,Super Street Fighter II Turbo,0,15,2
3/1/2014,Ultra Street Fighter IV,0,8,1
3/1/2014,Virtua Fighter 5 Final Showdown,0,16,2
4/1/2014,League of Legends,818168.14,420,40
4/1/2014,Dota 2,611868.16,216,20
4/1/2014,StarCraft II,526717.5,180,38
4/1/2014,World of Tanks,3.00E+05,21,1
4/1/2014,Counter-Strike: Global Offensive,86302.48,181,18
4/1/2014,Call of Duty: Ghosts,37433.26,44,7
4/1/2014,Hearthstone,34203.2,32,13
4/1/2014,Super Street Fighter IV Arcade Edition,28106.46,32,14
4/1/2014,Point Blank,20000,30,1
4/1/2014,WarCraft III,19970.18,8,1
4/1/2014,Super Smash Bros. Melee,10279.04,99,28
4/1/2014,SMITE,10000,10,1
4/1/2014,Battlefield 4,7555.3,41,8
4/1/2014,Quake Live,4183.58,12,8
4/1/2014,Project M,4063,46,12
4/1/2014,TrackMania 2: Stadium,3247.7,7,3
4/1/2014,Team Fortress 2,3245.93,18,2
4/1/2014,Call of Duty 4: Modern Warfare,3177.45,0,1
4/1/2014,Heroes of Newerth,3117.99,39,5
4/1/2014,Halo 3,1679.15,12,1
4/1/2014,FIFA 14,1519.63,4,6
4/1/2014,Super Smash Bros. Brawl,904,15,4
4/1/2014,Injustice: Gods Among Us,445,16,7
4/1/2014,Tekken Tag Tournament 2,445,16,7
4/1/2014,Ultimate Marvel vs. Capcom 3,175,21,5
4/1/2014,Super Smash Bros.,155,8,2
4/1/2014,Attack on Titan Tribute Game,150,2,1
4/1/2014,Killer Instinct (2013),30,17,3
4/1/2014,BlazBlue: Chronophantasma,0,12,2
4/1/2014,Capcom vs. SNK 2,0,8,1
4/1/2014,Dead or Alive 5 Ultimate,0,8,1
4/1/2014,Divekick,0,4,1
4/1/2014,Guilty Gear XX Accent Core Plus R,0,8,1
4/1/2014,King of Fighters XIII,0,16,2
4/1/2014,Marvel vs. Capcom 2,0,8,1
4/1/2014,Skullgirls Encore,0,4,1
4/1/2014,Soul Calibur II HD Online,0,8,1
4/1/2014,Soul Calibur V,0,8,1
4/1/2014,Street Fighter Alpha 3,0,8,1
4/1/2014,Street Fighter III: 3rd Strike,0,11,2
4/1/2014,Street Fighter X Tekken,0,15,2
4/1/2014,Super Street Fighter II Turbo,0,10,2
5/1/2014,League of Legends,684830.67,297,33
5/1/2014,StarCraft II,125423.7,163,47
5/1/2014,Attack on Titan Tribute Game,80000,27,6
5/1/2014,Counter-Strike: Global Offensive,63340.1,146,14
5/1/2014,Call of Duty: Ghosts,53419.81,71,10
5/1/2014,Dota 2,50002.17,101,7
5/1/2014,Hearthstone,36186.6,28,16
5/1/2014,SMITE,35000,5,1
5/1/2014,Battlefield 4,28562.48,25,5
5/1/2014,Super Smash Bros. Melee,13949.95,100,27
5/1/2014,Age of Empires II,7800,11,4
5/1/2014,Heroes of Newerth,5605.64,44,5
5/1/2014,Project M,5454.46,40,12
5/1/2014,Super Street Fighter IV Arcade Edition,4115,25,10
5/1/2014,Super Smash Bros. Brawl,2222.92,24,6
5/1/2014,NHL 14,1822.4,0,1
5/1/2014,Team Fortress 2,1628.25,12,1
5/1/2014,Quake Live,1562.57,10,8
5/1/2014,Ultimate Marvel vs. Capcom 3,1320,12,3
5/1/2014,WarCraft III,1138.69,7,2
5/1/2014,Tekken Tag Tournament 2,845,15,6
5/1/2014,BlazBlue: Chronophantasma,585,11,2
5/1/2014,FIFA 14,549.28,4,4
5/1/2014,TrackMania 2: Canyon,528.96,2,1
5/1/2014,King of Fighters XIII,430,7,2
5/1/2014,Injustice: Gods Among Us,420,19,6
5/1/2014,TrackMania 2: Stadium,377.84,5,2
5/1/2014,Guilty Gear XX Accent Core Plus R,240,3,1
5/1/2014,Marvel vs. Capcom 2,200,3,1
5/1/2014,Dead or Alive 5 Ultimate,0,8,1
5/1/2014,Killer Instinct (2013),0,8,1
5/1/2014,Street Fighter X Tekken,0,4,1
6/1/2014,Dota 2,1153704.61,210,19
6/1/2014,League of Legends,435055.18,405,44
6/1/2014,StarCraft II,306444.8,118,38
6/1/2014,Counter-Strike: Global Offensive,158606.74,357,25
6/1/2014,Call of Duty: Ghosts,103415.72,68,7
6/1/2014,Hearthstone,47931.47,43,13
6/1/2014,Super Smash Bros. Melee,29381.12,64,25
6/1/2014,Ultra Street Fighter IV,26131.8,42,15
6/1/2014,FIFA 14,15737.49,12,6
6/1/2014,Team Fortress 2,15536.75,36,3
6/1/2014,Project M,9530,25,9
6/1/2014,Injustice: Gods Among Us,8845,19,6
6/1/2014,Killer Instinct (2013),8180,5,2
6/1/2014,StarCraft: Brood War,2837.36,3,1
6/1/2014,Quake Live,2611,15,6
6/1/2014,Attack on Titan Tribute Game,2500,8,1
6/1/2014,Ultimate Marvel vs. Capcom 3,2495.01,8,1
6/1/2014,Super Smash Bros. Brawl,1745,13,3
6/1/2014,Heroes of Newerth,1479.37,17,4
6/1/2014,Battlefield 4,1361.73,16,6
6/1/2014,Divekick,1200,3,1
6/1/2014,Tekken Tag Tournament 2,1165.01,16,5
6/1/2014,Age of Empires,880,17,1
6/1/2014,BlazBlue: Chronophantasma,870,8,1
6/1/2014,Persona 4 Arena,820,3,1
6/1/2014,Soul Calibur V,635,3,1
6/1/2014,King of Fighters XIII,555,3,1
6/1/2014,WarCraft III,480,3,1
6/1/2014,Capcom vs. SNK 2,445,3,1
6/1/2014,Guilty Gear XX Accent Core Plus R,200,3,1
6/1/2014,TrackMania 2: Stadium,137.4,3,1
7/1/2014,Dota 2,10942284.87,126,9
7/1/2014,StarCraft II,478362.36,214,52
7/1/2014,League of Legends,293935.88,246,39
7/1/2014,World of Tanks,90000,28,1
7/1/2014,Hearthstone,79474.3,48,15
7/1/2014,Counter-Strike: Global Offensive,70872.69,222,26
7/1/2014,SMITE,50000,15,1
7/1/2014,Quake Live,43630,26,12
7/1/2014,Ultra Street Fighter IV,36082.68,39,13
7/1/2014,BlazBlue: Chronophantasma,35080,8,1
7/1/2014,Pro Evolution Soccer 2014,29410.25,4,1
7/1/2014,FIFA 14,26949.66,9,6
7/1/2014,Call of Duty: Ghosts,21323.52,32,5
7/1/2014,Halo 4,18950,16,2
7/1/2014,Killer Instinct (2013),13379.8,8,1
7/1/2014,Super Smash Bros. Melee,12939,35,7
7/1/2014,Ultimate Marvel vs. Capcom 3,10140,8,1
7/1/2014,Tekken Tag Tournament 2,7685,11,2
7/1/2014,StarCraft: Brood War,5855.38,3,1
7/1/2014,King of Fighters XIII,3189.4,8,1
7/1/2014,Injustice: Gods Among Us,3175,10,2
7/1/2014,Attack on Titan Tribute Game,2500,8,1
7/1/2014,Heroes of Newerth,1430.16,40,3
7/1/2014,Team Fortress 2,1353.61,18,1
7/1/2014,Project M,1230,12,3
7/1/2014,Battlefield 4,1222.28,15,5
7/1/2014,CrossFire,1086.8,10,4
7/1/2014,WarCraft III,483.48,3,1
7/1/2014,Street Fighter X Tekken,450,3,1
7/1/2014,TrackMania 2: Stadium,135.46,3,1
8/1/2014,League of Legends,1084737.72,419,37
8/1/2014,Counter-Strike: Global Offensive,362080.21,233,21
8/1/2014,StarCraft II,277307,156,53
8/1/2014,Call of Duty: Ghosts,85471.31,33,7
8/1/2014,SMITE,50000,19,1
8/1/2014,Dota 2,42422.07,87,8
8/1/2014,Heroes of Newerth,38880.08,74,11
8/1/2014,Age of Empires II,31760,117,4
8/1/2014,Hearthstone,28650.81,38,21
8/1/2014,Battlefield 4,27834.24,28,6
8/1/2014,Halo 2 Anniversary,20000,27,2
8/1/2014,Point Blank,20000,20,1
8/1/2014,FIFA 14,18208.02,16,8
8/1/2014,Super Smash Bros. Melee,12901.52,90,25
8/1/2014,Attack on Titan Tribute Game,10000,3,1
8/1/2014,Team Fortress 2,8270.37,24,1
8/1/2014,Project M,7897.08,62,15
8/1/2014,Halo 3,6984.9,14,2
8/1/2014,Ultra Street Fighter IV,4929.35,27,12
8/1/2014,StarCraft: Brood War,3942.9,8,3
8/1/2014,S.K.I.L.L. - Special Force 2,3919.65,10,1
8/1/2014,CrossFire,2445.28,33,6
8/1/2014,Super Smash Bros. Brawl,2064,24,6
8/1/2014,Counter-Strike,1500,5,1
8/1/2014,Quake Live,1489.8,18,6
8/1/2014,Super Smash Bros.,830,12,2
8/1/2014,WarCraft III,485.48,3,1
8/1/2014,TrackMania 2: Stadium,279.76,2,1
8/1/2014,Tekken Tag Tournament 2,210,12,3
8/1/2014,Age of Mythology,200,3,1
8/1/2014,Under Night In-Birth EXE: Late,195,6,2
8/1/2014,Injustice: Gods Among Us,55,3,1
8/1/2014,Ultimate Marvel vs. Capcom 3,0,8,1
9/1/2014,Dota 2,653064.9,160,13
9/1/2014,League of Legends,325720.89,235,33
9/1/2014,StarCraft II,267899.86,128,53
9/1/2014,Hearthstone,170246.05,83,19
9/1/2014,Counter-Strike: Global Offensive,56784.75,184,20
9/1/2014,Heroes of Newerth,39259.88,71,9
9/1/2014,WarCraft III,37030.61,21,4
9/1/2014,SMITE,35000,20,1
9/1/2014,CrossFire,19178.73,50,5
9/1/2014,StarCraft: Brood War,14874,8,2
9/1/2014,S.K.I.L.L. - Special Force 2,11000,0,1
9/1/2014,Ultra Street Fighter IV,8880.2,19,10
9/1/2014,Super Smash Bros. Melee,8311.79,62,23
9/1/2014,Project M,2255,21,6
9/1/2014,Call of Duty: Ghosts,1960,0,2
9/1/2014,Age of Empires II,1335,11,3
9/1/2014,Quake Live,1195.94,12,4
9/1/2014,Battlefield 4,1161.12,15,5
9/1/2014,FIFA 14,386.61,3,4
9/1/2014,Tekken Tag Tournament 2,305,3,4
9/1/2014,Injustice: Gods Among Us,235,7,4
9/1/2014,FIFA 15,128.87,1,1
9/1/2014,Under Night In-Birth EXE: Late,105,4,2
10/1/2014,League of Legends,2339483.02,208,30
10/1/2014,Dota 2,1006807.68,201,14
10/1/2014,StarCraft II,474367.08,173,75
10/1/2014,World of Tanks,289335,28,2
10/1/2014,Hearthstone,277930.52,63,18
10/1/2014,Counter-Strike: Global Offensive,217641.36,517,42
10/1/2014,CrossFire,189508.58,26,6
10/1/2014,Call of Duty: Ghosts,107643.47,32,4
10/1/2014,WarCraft III,104769.24,10,3
10/1/2014,Heroes of Newerth,39883.92,56,8
10/1/2014,iRacing.com,30500,8,2
10/1/2014,Super Smash Bros. Melee,14544.45,70,27
10/1/2014,Team Fortress 2,11334,42,3
10/1/2014,Project M,4943.5,26,7
10/1/2014,Ultra Street Fighter IV,4400,18,14
10/1/2014,rFactor 2,3545.13,30,1
10/1/2014,Battlefield 4,2938.74,15,6
10/1/2014,FIFA 15,1329.79,11,17
10/1/2014,Age of Empires II,1000,2,1
10/1/2014,Chess.com,1000,6,1
10/1/2014,Quake Live,685.05,6,6
10/1/2014,TrackMania 2: Canyon,665.28,3,1
10/1/2014,TrackMania 2: Stadium,316.8,2,1
10/1/2014,Xonotic,315.73,20,1
10/1/2014,Tekken Tag Tournament 2,305,16,6
10/1/2014,Super Smash Bros. for Wii U,160,6,1
10/1/2014,Super Smash Bros. Brawl,100,6,2
10/1/2014,Street Fighter X Tekken,70,3,1
10/1/2014,Injustice: Gods Among Us,40,12,3
10/1/2014,Under Night In-Birth EXE: Late,20,11,2
10/1/2014,BlazBlue: Chronophantasma,0,8,1
10/1/2014,Dead or Alive 5 Ultimate,0,8,1
10/1/2014,Guilty Gear XX Accent Core Plus R,0,8,1
10/1/2014,Killer Instinct (2013),0,8,1
10/1/2014,King of Fighters XIII,0,8,1
10/1/2014,Mortal Kombat 9,0,8,1
10/1/2014,Persona 4 Arena Ultimax,0,8,1
10/1/2014,Soul Calibur V,0,8,1
10/1/2014,Ultimate Marvel vs. Capcom 3,0,8,1
11/1/2014,StarCraft II,450224.27,128,72
11/1/2014,Counter-Strike: Global Offensive,400462.48,266,29
11/1/2014,Dota 2,391651.25,163,9
11/1/2014,League of Legends,385511.53,323,36
11/1/2014,Hearthstone,305478.17,47,17
11/1/2014,World of WarCraft,250000,24,1
11/1/2014,SMITE,1.00E+05,60,3
11/1/2014,Call of Duty: Advanced Warfare,84906.71,96,21
11/1/2014,KartRider,61880,24,1
11/1/2014,Heroes of Newerth,55154.03,100,19
11/1/2014,Halo 2 Anniversary,55037.6,44,3
11/1/2014,Counter-Strike Online,38688,5,1
11/1/2014,Battlefield 4,25903.75,20,6
11/1/2014,Call of Duty: Ghosts,25000,12,1
11/1/2014,S.K.I.L.L. - Special Force 2,21010,0,1
11/1/2014,Super Smash Bros. Melee,20063.25,93,33
11/1/2014,Ultra Street Fighter IV,16760.31,19,8
11/1/2014,Tekken Tag Tournament 2,15040,9,3
11/1/2014,ShootMania Storm,15000,9,1
11/1/2014,FIFA 15,10120.22,22,22
11/1/2014,TrackMania 2: Stadium,8301.98,11,5
11/1/2014,Guild Wars 2,5617.4,38,10
11/1/2014,Project M,4495,48,11
11/1/2014,Super Smash Bros. for Wii U,3500,29,8
11/1/2014,StarCraft: Brood War,2710.2,1,1
11/1/2014,Attack on Titan Tribute Game,2500,3,1
11/1/2014,CrossFire,2445.28,33,6
11/1/2014,Age of Empires,1320,6,1
11/1/2014,Heroes of the Storm,1300,5,4
11/1/2014,Team Fortress 2,1247.08,18,1
11/1/2014,WarCraft III,1207.04,21,2
11/1/2014,Chess.com,1000,7,1
11/1/2014,Quake Live,988,12,5
11/1/2014,Super Smash Bros. Brawl,40,4,1
11/1/2014,Just Dance 2014,0,3,1
12/1/2014,Dota 2,1070101.65,302,28
12/1/2014,League of Legends,486705.84,427,36
12/1/2014,StarCraft II,152657.39,131,53
12/1/2014,Counter-Strike: Global Offensive,123613.82,303,32
12/1/2014,CrossFire,106086.8,42,6
12/1/2014,Hearthstone,83520.79,88,18
12/1/2014,Ultra Street Fighter IV,65447.45,20,6
12/1/2014,Heroes of Newerth,62862.84,67,8
12/1/2014,Guild Wars 2,54457.96,36,9
12/1/2014,Call of Duty: Advanced Warfare,42041.1,84,19
12/1/2014,Attack on Titan Tribute Game,40363.53,8,1
12/1/2014,Counter-Strike Online,40000,15,1
12/1/2014,WarCraft III,36451.93,12,5
12/1/2014,Point Blank,20000,20,1
12/1/2014,Halo 2 Anniversary,15000,16,2
12/1/2014,Team Fortress 2,14180,24,1
12/1/2014,Heroes of the Storm,12957.5,42,15
12/1/2014,Super Smash Bros. Melee,11588.71,74,22
12/1/2014,Call of Duty: Ghosts,9337.36,32,1
12/1/2014,Super Smash Bros. for Wii U,5861.65,38,8
12/1/2014,Project M,3248,33,7
12/1/2014,FIFA 15,3230.02,21,15
12/1/2014,World of Tanks,3101.68,21,1
12/1/2014,Quake Live,2205.69,24,5
12/1/2014,Age of Empires,1540,12,1
12/1/2014,Battlefield 4,1111.95,20,5
12/1/2014,Ultimate Marvel vs. Capcom 3,1060,8,3
12/1/2014,Chess.com,999.99,5,1
12/1/2014,StarCraft: Brood War,689.6,12,3
12/1/2014,TrackMania 2: Stadium,24.63,1,1
1/1/2015,SMITE,2612259,40,1
1/1/2015,Dota 2,345579.13,200,15
1/1/2015,League of Legends,162819.01,215,20
1/1/2015,StarCraft II,118631.72,152,45
1/1/2015,Counter-Strike: Global Offensive,112924.8,173,18
1/1/2015,World of Tanks,93489.64,7,2
1/1/2015,Call of Duty: Advanced Warfare,63413.65,83,22
1/1/2015,Hearthstone,62720.15,19,5
1/1/2015,Heroes of Newerth,40992.57,41,6
1/1/2015,Super Smash Bros. Melee,23859.42,82,26
1/1/2015,Halo 2 Anniversary,21000,32,3
1/1/2015,Heroes of the Storm,18039.14,56,14
1/1/2015,Super Smash Bros. for Wii U,13537.97,67,16
1/1/2015,Project M,6054.53,39,9
1/1/2015,Attack on Titan Tribute Game,6000,4,1
1/1/2015,Guild Wars 2,3830.9,10,8
1/1/2015,Ultra Street Fighter IV,2319.71,11,5
1/1/2015,Point Blank,2295,44,1
1/1/2015,Chess.com,2010,14,2
1/1/2015,CrossFire,1901.88,31,4
1/1/2015,FIFA 15,1221.81,13,15
1/1/2015,Battlefield 4,1055.59,17,5
1/1/2015,Quake Live,967.22,15,5
1/1/2015,Super Smash Bros. Brawl,590,6,1
1/1/2015,S.K.I.L.L. - Special Force 2,569.38,20,2
1/1/2015,TrackMania 2: Stadium,348.72,2,2
1/1/2015,Super Smash Bros.,180,3,1
1/1/2015,Ultimate Marvel vs. Capcom 3,40,3,1
2/1/2015,Dota 2,3088520.01,142,8
2/1/2015,Call of Duty: Advanced Warfare,129276.62,160,30
2/1/2015,League of Legends,113808.53,151,20
2/1/2015,Counter-Strike: Global Offensive,113390.06,250,29
2/1/2015,StarCraft II,67829.7,115,49
2/1/2015,StarCraft: Brood War,50509.76,48,3
2/1/2015,Hearthstone,47060.65,63,17
2/1/2015,Super Smash Bros. Melee,36593.31,107,34
2/1/2015,Heroes of Newerth,32844.94,67,5
2/1/2015,Super Smash Bros. for Wii U,27136.21,69,19
2/1/2015,Halo 2 Anniversary,21385,16,2
2/1/2015,Heroes of the Storm,16649.66,77,18
2/1/2015,Ultra Street Fighter IV,9480.4,20,8
2/1/2015,Attack on Titan Tribute Game,6000,4,1
2/1/2015,Guild Wars 2,4268.07,10,8
2/1/2015,Project M,3701.94,12,2
2/1/2015,Guilty Gear Xrd -SIGN-,3594.53,11,3
2/1/2015,Age of Empires,3015,12,3
2/1/2015,Age of Empires II,3000,8,1
2/1/2015,Super Smash Bros.,2609,18,3
2/1/2015,Ultimate Marvel vs. Capcom 3,2600,11,3
2/1/2015,FIFA 15,2583.37,31,28
2/1/2015,Tekken Tag Tournament 2,2500,4,2
2/1/2015,Chess.com,2499.99,10,1
2/1/2015,Super Smash Bros. Brawl,2370,15,2
2/1/2015,CrossFire,2173.58,26,5
2/1/2015,Quake Live,1117.08,16,3
2/1/2015,Killer Instinct (2013),1080,6,2
2/1/2015,Battlefield 4,1027.4,15,5
2/1/2015,Dead or Alive 5: Last Round,820,3,1
2/1/2015,Injustice: Gods Among Us,550,3,1
2/1/2015,Soul Calibur V,500,3,1
2/1/2015,BlazBlue: Chronophantasma,485.58,6,2
2/1/2015,NHL 15,391.9,3,1
2/1/2015,S.K.I.L.L. - Special Force 2,337.2,10,1
2/1/2015,Under Night In-Birth EXE: Late,240,3,1
2/1/2015,Street Fighter III: 3rd Strike,239,3,1
2/1/2015,Persona 4 Arena Ultimax,210,3,1
2/1/2015,King of Fighters XIII,190,3,1
2/1/2015,Mortal Kombat 9,190,3,1
3/1/2015,Call of Duty: Advanced Warfare,1048225.17,156,37
3/1/2015,Counter-Strike: Global Offensive,443488.94,362,38
3/1/2015,League of Legends,438126.73,346,32
3/1/2015,World of Tanks,352537.35,66,3
3/1/2015,StarCraft II,302139.48,142,65
3/1/2015,Heroes of Newerth,219114.67,80,6
3/1/2015,Hearthstone,183585.26,107,27
3/1/2015,Dota 2,143801.15,153,14
3/1/2015,Age of Empires II,120000,170,2
3/1/2015,Halo 2 Anniversary,1.00E+05,32,1
3/1/2015,Guild Wars 2,54712.23,21,11
3/1/2015,Heroes of the Storm,44523.46,110,27
3/1/2015,Ultra Street Fighter IV,37883.36,46,11
3/1/2015,StarCraft: Brood War,37756.8,6,3
3/1/2015,Super Smash Bros. Melee,16539.99,107,36
3/1/2015,FIFA 15,10292.74,32,39
3/1/2015,Battlefield 4,7594.2,21,7
3/1/2015,Attack on Titan Tribute Game,6000,4,1
3/1/2015,Super Smash Bros. for Wii U,5824.71,61,16
3/1/2015,CrossFire,2445.28,35,6
3/1/2015,iRacing.com,2250.67,102,3
3/1/2015,TrackMania 2: Stadium,1245.34,5,2
3/1/2015,Project M,1160.76,7,3
