id,Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update,Reading Link
161,The Remarried Empress,Alphatart / Sumpul,15M,Fantasy,9.87,1.9M,"Navier Ellie Trovi was an empress perfect in every way -- intelligent, courageous, and socially adept. She was kind to her subjects and devoted to her husband. Navier was perfectly content to live the rest of her days as the wise empress of the Eastern Empire. That is, until her husband brought home a mistress and demanded a divorce. ""I accept this divorceâ€¦ And I request an approval of my remarriage."" In a shocking twist, Navier remarries another emperor and retains her title and childhood dream as empress. But just how did everything unfold?",UP EVERY SUNDAY,https://www.webtoons.com/en/fantasy/the-remarried-empress/list?title_no=2135
162,Four Leaf,Lumaga,1.7M,Fantasy,9.72,230.3K,"Lupe hasn't been able to adapt very well to the new schoolâ€¦ though she hasn't really been able to adapt to anything ever. Four Leaf is a story about a bunch of dangerous magical girls, but most specially about one not-at-all-magical girl.",UP EVERY FRIDAY,https://www.webtoons.com/en/fantasy/four-leaf/list?title_no=1454
163,The Masked Fables,Ebae Kim,"3,95,821",Fantasy,9.44,148.8K,"With no memories and a mysterious illness consuming her, Ari must follow the clues of an old riddle that could possibly help her spirit friend Hadley recover his lost body. Little did they know, each riddle will lead them to a new kingdom full of familiar characters. As these fairy tales take a twisted turn, Ari's own story begins to unravel...",UP EVERY WEDNESDAY,https://www.webtoons.com/en/fantasy/the-masked-fables/list?title_no=2384
164,The Shadow Prophet,Anne Delseit / Marissa Delbressine,"2,96,332",Drama,9.54,91K,"The Great Prophet Godo has a place for everyone in his perfect societyâ€¦ so long as you aren't a failure. Itshou is living a diligent and sheltered life when she suddenly finds herself denounced and marked for exile. While her beliefs are shaken to their very core, a chance encounter with a childhood sweetheart derails Itshou's banishment and puts her on the path to political uprising. Now facing down the same forces she once trusted to protect her, Itshou must untangle the web of lies at the heart of her city and unmask the Shadow Prophet.",UP EVERY SUNDAY,https://www.webtoons.com/en/drama/the-shadow-prophet/list?title_no=1881
165,The Four of Them,Mai Hirschfeld_,5.9M,Drama,9.58,994.9K,"Getting crushed by your crush. Coming out to your parents. Learning that your sister is your biggest dating rival. High school sure does have its share of twists, turns and moments of high drama. To get through it all with your smile and sanity intact, you're going to need some friends. Really good friends. Friends like Johnny, Mariel, Gaby and Martina who, one way or another, will find a way to get through their teenage years together.",UP EVERY MONDAY,https://www.webtoons.com/en/drama/the-four-of-them/list?title_no=1524
166,Heir's Game,suspu,3.5M,Drama,9.73,285.1K,"When a new heir to the duchy of Belluna comes of age, there is held the Heir's Game: a brutal series of duels to determine the heir's bodyguard. When Theuden, the new heir, meets Isran, a quiet duelist with a mysterious past, their love will threaten to change everything.",UP EVERY MONDAY,https://www.webtoons.com/en/drama/heirs-game/list?title_no=1445
167,Boyfriend of the Dead,Ushio,27.3M,Comedy,9.74,2M,"She's a smart, independent young woman who's kicking ass and struggling to make her way through the middle of the zombie apocalypse. Just her luck: one day she goes out searching for food and shelter and ends up finding a boyfriend instead. And, oh yeah, because modern love isn't hard enoughâ€¦he's UNDEAD!","UP EVERY TUE, FRI",https://www.webtoons.com/en/comedy/boyfriend-of-the-dead/list?title_no=1102
168,Space Boy,Stephen McCranie,6.1M,Sci-fi,9.84,410.9K,"A girl who belongs in a different time. A boy possessed by an emptiness as deep as space. A story about an alien artifact, a mysterious murder, and a love that crosses light years.",UP EVERY THURSDAY,https://www.webtoons.com/en/sf/space-boy/list?title_no=400
169,Edith,Swansgarden,8.5M,Romance,9.71,1.2M,"Edith is not your typical heroine. She struggles with her confidence, her morals, and life in general by not only holding herself to high standards, but her men as well. Enter two less-than-perfect men: one who may be the Prince Charming she's been waiting for to deliver a fairy tale ending, the other a brash reality check who does NOT believe in happily-ever-after. What will Edith do? Will she sacrifice her standards? Or keep searching for that mythical white knight who may or may not exist in the first place? Funny, messy and sexy, Edith's journey is relatable to anyone who's ever left their heart on the battlefield of the dating world.",UP EVERY MONDAY,https://www.webtoons.com/en/romance/edith/list?title_no=1536
170,Watermelon,Rorita,5.2M,Fantasy,9.8,719.6K,"Orphaned at a young age, two stray cat siblings struggle through life to find their place in this world. Through a series of unfortunate circumstances, each sibling must eventually find their own path.",UP EVERY TUESDAY,https://www.webtoons.com/en/fantasy/watermelon/list?title_no=1435
171,In the Bleak Midwinter;,Kat / Ali,2.3M,Sci-fi,9.77,577.2K,"With a dead sister and 25 years to go on her soulmate timer, Anya decides to cryogenically sleep away her problems. Too bad she wakes up to an apocalypse full of them. Now stuck in a burnt out landscape full of killers, Anya must decide which she wants to keep: her heart or her head.",UP EVERY WEDNESDAY,https://www.webtoons.com/en/sf/in-the-bleak-midwinter/list?title_no=1946
172,Unlovable Replacement,Nylana,5.7M,Romance,9.79,1.4M,"When his relationship went down the drain, Chiko Dyer started to develop a weird relationship with a local delivery girl.",UP EVERY THURSDAY,https://www.webtoons.com/en/romance/unlovable-replacement/list?title_no=1762
173,Luggage,zealforart,"2,35,099",Fantasy,8.38,76.1K,"What do you value most? And if it was taken from you, what would you do to get it back? Join four strangers as they are transported to the mythical land of Luggage , and set out on a quest to locate lost items of great personal value. Along the way, they must make hard decisions about what's important to them, and what must be left behind in order to retrieve what has been lost.",UP EVERY TUESDAY,https://www.webtoons.com/en/fantasy/luggage/list?title_no=1642
174,Version Day and Night,dewkneelight,1.1M,Drama,9.53,477.4K,"Candy always dreamed of something more exciting than her secret double life. Sure, there're her illicit nighttime meetings with Shun, the handsome class president with a double life of his own, but what good are cloaks without a little dagger? Lucky (or unlucky) for her, the new transfer student Jean is here to shake things up, and he just found out about Candy and Shun's covert hobby. Can the pair keep themselves out of trouble, or will the covers get ripped off their private lives?",UP EVERY FRIDAY,https://www.webtoons.com/en/drama/version-day-and-night/list?title_no=1796
175,#Blessed,M. Victoria Robado,1.7M,Drama,9.19,424.8K,"Joanna is a mid-twenties office girl who likes social media and watered down coffee. While griping about her love life, she accidentally swiped right on a whole Pantheon of Gods and Goddesses! Looking to fulfill an ancient prophecy, only one of them will be able to claim Joanna as their own... after a nice dinner, that is!",UP EVERY FRIDAY,https://www.webtoons.com/en/drama/blessed/list?title_no=1193
176,The Devil is a Handsome Man,Hellothisisangle,2.3M,Drama,9.55,755.6K,Xolia makes the deal with the devil in order to obtain her desires. But she soon finds that this deal is shrouded in more mystery than she could have imagined.,UP EVERY WEDNESDAY,https://www.webtoons.com/en/drama/the-devil-is-a-handsome-man/list?title_no=1311
177,Lore Olympus,Rachel Smythe,41.9M,Romance,9.72,5.2M,"Witness what the gods doâ€¦after dark. The friendships and the lies, the gossip and the wild parties, and of course, forbidden love. Because it turns out, the gods aren't so different from us after all, especially when it comes to their problems. Stylish and immersive, this is one of mythology's greatest stories -- The Taking of Persephone -- as it's never been told before.",UP EVERY SUNDAY,https://www.webtoons.com/en/romance/lore-olympus/list?title_no=1320
178,SubZero,Junepurrr,16.7M,Romance,9.8,2.6M,"What would you sacrifice to save your family? How far would you go to protect your people? For Clove, the last princess of a near-extinct Dragon clan, the answer is the unthinkable: MARRY your greatest sworn enemy in an effort to bring peace to your land.",UP EVERY MONDAY,https://www.webtoons.com/en/romance/subzero/list?title_no=1468
179,Suitor Armor,Purpah,5M,Fantasy,9.75,1M,"Lady-in-waiting, Lucia believes getting through the royal wedding will be the toughest part of her new life. That is until she finds herself falling head over heels with Modeus, an up-and-coming knight to the king's guard. With her newfound interest, she is quickly awakened to the mysteries of the kingdom when she learns Modeus is in fact an enchanted suit of armor without a soul. Could there be more to him than just shining armor?",UP EVERY FRIDAY,https://www.webtoons.com/en/fantasy/suitor-armor/list?title_no=2159
180,Cursed Princess Club,LambCat,15.7M,Comedy,9.8,2M,"Meet Gwendolyn , living proof that princesses don't always have it all. See, although she lives in a castle and her father is the King, Gwendolyn isn't like a movie princess, or even a fairly-tale princess. She's got a big heart, but isn't particularly attractive and doesn't have a Disney-quality singing voice. But one night, she accidentally stumbles upon the twisted world of the Cursed Princess Club, and her life will never be the same. Hexed and cast out, the ladies of the club are just the people Gwendolyn needs to show her that just because she doesn't ""fit the mold"" does not mean she's any less of a princess.",UP EVERY MONDAY,https://www.webtoons.com/en/comedy/cursed-princess-club/list?title_no=1537
181,My Gently Raised Beast,Yeoseulki / Early Flower,2.3M,Romance,9.85,804.7K,"Blondina is living a real-life Cinderella story. After growing up poor and enduring a difficult childhood, she discovers that she is a princess of the Ates empire. However, her estranged father and half-siblings give her the cold shoulder when she moves into the palace, and Blondina must keep a low profile. That all changes when she befriends Amon, a cat-like creature with mysterious intentions. For years, creatures like Amon and humans have struggled to live in harmony. Can Blondina and Amon's friendship bring peace, or will it deepen the rift between their people?",UP EVERY SUNDAY,https://www.webtoons.com/en/romance/my-gently-raised-beast/list?title_no=2606
